"Rank","Player","Team","Position","Points","Games","Avg"
"41","Reggie Bush","FA","RB","14.2","1","14.2"
"41","Demaryius Thomas","NE","WR","14.2","1","14.2"
"42","Chicago Bears","CHI","DST","14.0","1","14.0"
"42","Brandon LaFell","FA","WR","14.0","1","14.0"
"42","Indianapolis Colts","IND","DST","14.0","1","14.0"
"43","Jacquizz Rodgers","FA","RB","13.9","1","13.9"
"43","Steven Jackson","FA","RB","13.9","1","13.9"
"44","Daniel Thomas","FA","RB","13.8","1","13.8"
"45","Hakeem Nicks","FA","WR","13.7","1","13.7"
"46","Andrew Luck","FA","QB","13.6","1","13.6"
"47","Justin Blackmon","FA","WR","13.4","1","13.4"
"48","A.J. Green","CIN","WR","13.2","1","13.2"
"49","Philip Rivers","LAC","QB","13.1","1","13.1"
"49","Jordy Nelson","FA","WR","13.1","1","13.1"
"49","Wes Welker","FA","WR","13.1","1","13.1"
"50","New York Giants","NYG","DST","13.0","1","13.0"
"50","Rob Bironas","FA","K","13.0","1","13.0"
"50","Dan Bailey","MIN","K","13.0","1","13.0"
"51","Davone Bess","FA","WR","12.9","1","12.9"
"52","Aldrick Robinson","FA","WR","12.8","1","12.8"
"53","Ryan Broyles","FA","WR","12.6","1","12.6"
"54","Jake Locker","FA","QB","12.5","1","12.5"
"54","Malcom Floyd","FA","WR","12.5","1","12.5"
"55","Andre Brown","FA","RB","12.4","1","12.4"
"55","Dustin Keller","FA","TE","12.4","1","12.4"
"56","Mark Sanchez","FA","QB","12.2","1","12.2"
"57","Felix Jones","FA","RB","12.1","1","12.1"
"58","Connor Barth","FA","K","12.0","1","12.0"
"58","Alex Henery","FA","K","12.0","1","12.0"
"58","Buffalo Bills","BUF","DST","12.0","1","12.0"
"58","Cincinnati Bengals","CIN","DST","12.0","1","12.0"
"59","Mikel Leshoure","FA","RB","11.9","1","11.9"
"60","Adrian Peterson","WAS","RB","11.8","1","11.8"
"61","Kyle Rudolph","MIN","TE","11.5","1","11.5"
"62","Bilal Powell","NYJ","RB","11.3","1","11.3"
"63","Knowshon Moreno","FA","RB","11.1","1","11.1"
"64","Justin Tucker","BAL","K","11.0","1","11.0"
"64","Mike Nugent","FA","K","11.0","1","11.0"
"64","Aaron Rodgers","GB","QB","11.0","1","11.0"
"65","Chris Johnson","FA","RB","10.9","1","10.9"
"66","Jacob Tamme","FA","TE","10.8","1","10.8"
"67","Joique Bell","FA","RB","10.7","1","10.7"
"67","Julian Edelman","NE","WR","10.7","1","10.7"
"67","Jamaal Charles","FA","RB","10.7","1","10.7"
"68","Stevie Johnson","FA","WR","10.6","1","10.6"
"69","Rashad Jennings","FA","RB","10.5","1","10.5"
"69","Andre Roberts","BUF","WR","10.5","1","10.5"
"70","Ryan Fitzpatrick","MIA","QB","10.4","1","10.4"
"70","Jay Cutler","FA","QB","10.4","1","10.4"
"71","C.J. Spiller","FA","RB","10.3","1","10.3"
"71","Marcel Reece","FA","RB","10.3","1","10.3"
"72","Josh Freeman","FA","QB","10.2","1","10.2"
"72","Santana Moss","FA","WR","10.2","1","10.2"
"72","Dennis Pitta","FA","TE","10.2","1","10.2"
"72","Reggie Wayne","FA","WR","10.2","1","10.2"
"73","Jermaine Gresham","FA","TE","10.1","1","10.1"
"74","Ryan Succop","TEN","K","10.0","1","10.0"
"74","Shayne Graham","FA","K","10.0","1","10.0"
"74","Baltimore Ravens","BAL","DST","10.0","1","10.0"
"75","Lance Kendricks","NE","TE","9.7","1","9.7"
"76","Marques Colston","FA","WR","9.6","1","9.6"
"76","Vincent Jackson","FA","WR","9.6","1","9.6"
"76","Victor Cruz","FA","WR","9.6","1","9.6"
"77","T.Y. Hilton","IND","WR","9.3","1","9.3"
"78","Brandon Marshall","FA","WR","9.2","1","9.2"
"79","Mike Thomas","FA","WR","9.1","1","9.1"
"79","Brandon Weeden","FA","QB","9.1","1","9.1"
"80","Tennessee Titans","TEN","DST","9.0","1","9.0"
"80","Lawrence Tynes","FA","K","9.0","1","9.0"
"80","Kai Forbath","FA","K","9.0","1","9.0"
"80","Los Angeles Chargers","LAC","DST","9.0","1","9.0"
"80","Seattle Seahawks","SEA","DST","9.0","1","9.0"
"80","Jacksonville Jaguars","JAC","DST","9.0","1","9.0"
"80","Michael Turner","FA","RB","9.0","1","9.0"
"80","Robbie Gould","SF","K","9.0","1","9.0"
"81","Niles Paul","FA","TE","8.9","1","8.9"
"82","Ryan Mathews","FA","RB","8.8","1","8.8"
"83","Rueben Randle","FA","WR","8.6","1","8.6"
"83","Jeremy Kerley","FA","WR","8.6","1","8.6"
"84","Kenny Britt","FA","WR","8.5","1","8.5"
"85","David Thomas","FA","TE","8.4","1","8.4"
"85","Gary Barnidge","FA","TE","8.4","1","8.4"
"86","Anthony McCoy","FA","TE","8.3","1","8.3"
"87","Rob Housler","FA","TE","8.2","1","8.2"
"88","Delanie Walker","TEN","TE","8.1","1","8.1"
"89","Denarius Moore","FA","WR","8.0","1","8.0"
"89","Adam Vinatieri","IND","K","8.0","1","8.0"
"89","Phil Dawson","FA","K","8.0","1","8.0"
"89","Nick Novak","FA","K","8.0","1","8.0"
"89","Washington Redskins","WAS","DST","8.0","1","8.0"
"89","Denver Broncos","DEN","DST","8.0","1","8.0"
"89","Owen Daniels","FA","TE","8.0","1","8.0"
"89","Kansas City Chiefs","KC","DST","8.0","1","8.0"
"90","Tiquan Underwood","FA","WR","7.7","1","7.7"
"91","Jason Witten","DAL","TE","7.4","1","7.4"
"91","Danario Alexander","FA","WR","7.4","1","7.4"
"91","William Powell","FA","RB","7.4","1","7.4"
"92","Matt Spaeth","FA","TE","7.3","1","7.3"
"93","Jordan Cameron","FA","TE","7.2","1","7.2"
"93","Chris Rainey","FA","RB","7.2","1","7.2"
"94","Dwayne Harris","OAK","WR","7.1","1","7.1"
"95","Josh Scobee","FA","K","7.0","1","7.0"
"95","Jason Hanson","FA","K","7.0","1","7.0"
"95","Minnesota Vikings","MIN","DST","7.0","1","7.0"
"95","Christian Ponder","FA","QB","7.0","1","7.0"
"95","Carolina Panthers","CAR","DST","7.0","1","7.0"
"95","Dan Carpenter","FA","K","7.0","1","7.0"
"95","Rian Lindell","FA","K","7.0","1","7.0"
"96","Jed Collins","FA","RB","6.9","1","6.9"
"96","Mario Manningham","FA","WR","6.9","1","6.9"
"97","Cole Beasley","BUF","WR","6.8","1","6.8"
"98","John Kuhn","FA","RB","6.6","1","6.6"
"99","Louis Murphy","FA","WR","6.5","1","6.5"
"99","Darren Sproles","PHI","RB","6.5","1","6.5"
"99","Dallas Clark","FA","TE","6.5","1","6.5"
"100","Eric Decker","FA","WR","6.4","1","6.4"
"100","Michael Robinson","FA","RB","6.4","1","6.4"
"101","Jeremy Stewart","FA","RB","6.3","1","6.3"
"101","Heath Miller","FA","TE","6.3","1","6.3"
"102","Brandon Stokley","FA","WR","6.2","1","6.2"
"102","Tony Gonzalez","FA","TE","6.2","1","6.2"
"103","Cedric Peerman","FA","RB","6.1","1","6.1"
"103","Lance Moore","FA","WR","6.1","1","6.1"
"103","Lee Smith","BUF","TE","6.1","1","6.1"
"104","Josh Gordon","NE","WR","6.0","1","6.0"
"104","Steve Smith","FA","WR","6.0","1","6.0"
"104","Stephen Gostkowski","NE","K","6.0","1","6.0"
"104","Sebastian Janikowski","FA","K","6.0","1","6.0"
"104","New Orleans Saints","NO","DST","6.0","1","6.0"
"104","Shonn Greene","FA","RB","6.0","1","6.0"
"104","Greg Zuerlein","LAR","K","6.0","1","6.0"
"105","Jeff Cumberland","FA","TE","5.8","1","5.8"
"105","Carson Palmer","FA","QB","5.8","1","5.8"
"106","Tony Scheffler","FA","TE","5.7","1","5.7"
"106","Roddy White","FA","WR","5.7","1","5.7"
"107","Golden Tate","NYG","WR","5.6","1","5.6"
"107","Marcedes Lewis","GB","TE","5.6","1","5.6"
"107","Robert Turbin","FA","RB","5.6","1","5.6"
"108","Jeremy Maclin","FA","WR","5.5","1","5.5"
"108","Emmanuel Sanders","DEN","WR","5.5","1","5.5"
"109","Nate Washington","FA","WR","5.4","1","5.4"
"109","Brandon Pettigrew","FA","TE","5.4","1","5.4"
"110","Kendall Wright","FA","WR","5.2","1","5.2"
"110","Sidney Rice","FA","WR","5.2","1","5.2"
"110","Jalen Parmele","FA","RB","5.2","1","5.2"
"111","Randall Cobb","DAL","WR","5.1","1","5.1"
"111","Jermichael Finley","FA","TE","5.1","1","5.1"
"112","Greg Olsen","CAR","TE","5.0","1","5.0"
"112","Graham Gano","CAR","K","5.0","1","5.0"
"112","Houston Texans","HOU","DST","5.0","1","5.0"
"112","Jacoby Jones","FA","WR","5.0","1","5.0"
"112","David Akers","FA","K","5.0","1","5.0"
"112","Jay Feely","FA","K","5.0","1","5.0"
"112","Alex Green","FA","RB","5.0","1","5.0"
"112","Tampa Bay Buccaneers","TB","DST","5.0","1","5.0"
"112","Nick Folk","FA","K","5.0","1","5.0"
"113","Donald Brown","FA","RB","4.9","1","4.9"
"113","Jarius Wright","CAR","WR","4.9","1","4.9"
"114","Nick Foles","JAC","QB","4.8","1","4.8"
"114","Josh Morgan","FA","WR","4.8","1","4.8"
"115","Marshawn Lynch","FA","RB","4.7","1","4.7"
"115","Jared Cook","NO","TE","4.7","1","4.7"
"116","Ryan Lindley","FA","QB","4.6","1","4.6"
"116","Damian Williams","FA","WR","4.6","1","4.6"
"117","Earl Bennett","FA","WR","4.5","1","4.5"
"118","Martellus Bennett","FA","TE","4.4","1","4.4"
"118","Dexter McCluster","FA","RB","4.4","1","4.4"
"119","Anquan Boldin","FA","WR","4.2","1","4.2"
"120","Vick Ballard","FA","RB","4.1","1","4.1"
"120","Dwayne Bowe","FA","WR","4.1","1","4.1"
"121","Detroit Lions","DET","DST","4.0","1","4.0"
"121","Matt Bryant","ATL","K","4.0","1","4.0"
"121","Tony Moeaki","FA","TE","4.0","1","4.0"
"121","Blair Walsh","FA","K","4.0","1","4.0"
"121","Arizona Cardinals","ARI","DST","4.0","1","4.0"
"122","Ronnie Brown","FA","RB","3.9","1","3.9"
"122","Mike Williams","FA","WR","3.9","1","3.9"
"123","James Casey","FA","TE","3.8","1","3.8"
"123","Danny Amendola","DET","WR","3.8","1","3.8"
"124","Brandon Myers","FA","TE","3.7","1","3.7"
"124","Bruce Miller","FA","TE","3.7","1","3.7"
"125","Jonathan Stewart","FA","RB","3.6","1","3.6"
"125","Aaron Hernandez","FA","TE","3.6","1","3.6"
"125","Dwayne Allen","FA","TE","3.6","1","3.6"
"126","Michael Floyd","FA","WR","3.5","1","3.5"
"126","James Starks","FA","RB","3.5","1","3.5"
"127","Bernard Pierce","FA","RB","3.4","1","3.4"
"127","Keshawn Martin","FA","WR","3.4","1","3.4"
"127","Chris Ivory","FA","RB","3.4","1","3.4"
"128","Jason Snelling","FA","RB","3.3","1","3.3"
"128","Jimmy Graham","GB","TE","3.3","1","3.3"
"128","Joseph Morgan","FA","WR","3.3","1","3.3"
"129","Daryl Richardson","FA","RB","3.2","1","3.2"
"130","Larry Fitzgerald","ARI","WR","3.1","1","3.1"
"130","Donnie Avery","FA","WR","3.1","1","3.1"
"131","Steven Hauschka","BUF","K","3.0","1","3.0"
"131","Matt Prater","DET","K","3.0","1","3.0"
"131","Garrett Hartley","FA","K","3.0","1","3.0"
"131","Mason Crosby","GB","K","3.0","1","3.0"
"132","Brady Quinn","FA","QB","2.9","1","2.9"
"132","Lance Dunbar","FA","RB","2.9","1","2.9"
"133","Kendall Hunter","FA","RB","2.8","1","2.8"
"134","Mark Ingram","BAL","RB","2.7","1","2.7"
"134","Mohamed Massaquoi","FA","WR","2.7","1","2.7"
"134","Mike Tolbert","FA","RB","2.7","1","2.7"
"135","Brandon Lloyd","FA","WR","2.6","1","2.6"
"135","Matt Forte","FA","RB","2.6","1","2.6"
"135","Michael Crabtree","ARI","WR","2.6","1","2.6"
"135","Scott Chandler","FA","TE","2.6","1","2.6"
"135","Benjamin Watson","NE","TE","2.6","1","2.6"
"136","Daniel Fells","FA","TE","2.4","1","2.4"
"136","Fred Jackson","FA","RB","2.4","1","2.4"
"136","Trevor Graham","FA","WR","2.4","1","2.4"
"136","Dion Lewis","TEN","RB","2.4","1","2.4"
"136","Jordan Shipley","FA","WR","2.4","1","2.4"
"137","Juron Criner","FA","WR","2.3","1","2.3"
"138","DeAngelo Williams","FA","RB","2.1","1","2.1"
"139","Oakland Raiders","OAK","DST","2.0","1","2.0"
"139","Kevin Walter","FA","WR","2.0","1","2.0"
"139","Charlie Batch","PIT","QB","2.0","1","2.0"
"139","Shaun Suisham","FA","K","2.0","1","2.0"
"139","Dallas Cowboys","DAL","DST","2.0","1","2.0"
"139","Atlanta Falcons","ATL","DST","2.0","1","2.0"
"139","Philadelphia Eagles","PHI","DST","2.0","1","2.0"
"139","Miami Dolphins","MIA","DST","2.0","1","2.0"
"139","Clyde Gates","FA","WR","2.0","1","2.0"
"140","Danny Woodhead","FA","RB","1.9","1","1.9"
"140","Donald Jones","FA","WR","1.9","1","1.9"
"140","Brent Celek","FA","TE","1.9","1","1.9"
"141","David Wilson","FA","RB","1.8","1","1.8"
"142","Seyi Ajirotutu","FA","WR","1.7","1","1.7"
"142","Garrett Graham","FA","TE","1.7","1","1.7"
"142","Michael Jenkins","FA","WR","1.7","1","1.7"
"142","Brian Hartline","FA","WR","1.7","1","1.7"
"143","Stephen Hill","FA","WR","1.6","1","1.6"
"143","Zach Miller","FA","TE","1.6","1","1.6"
"144","Terrance Copper","FA","WR","1.5","1","1.5"
"144","Matthew Mulligan","FA","TE","1.5","1","1.5"
"144","Kellen Davis","FA","TE","1.5","1","1.5"
"145","Orson Charles","FA","TE","1.4","1","1.4"
"145","Doug Baldwin","FA","WR","1.4","1","1.4"
"145","Montario Hardesty","FA","RB","1.4","1","1.4"
"146","Will Johnson","FA","RB","1.3","1","1.3"
"146","Shaun Draughn","FA","RB","1.3","1","1.3"
"146","Antonio Gates","FA","TE","1.3","1","1.3"
"146","Damaris Johnson","FA","WR","1.3","1","1.3"
"147","Craig Stevens","FA","TE","1.2","1","1.2"
"147","Leonard Hankerson","FA","WR","1.2","1","1.2"
"147","Jackie Battle","FA","RB","1.2","1","1.2"
"148","Logan Paulsen","HOU","TE","1.1","1","1.1"
"148","Evan Rodriguez","FA","RB","1.1","1","1.1"
"148","Harry Douglas","FA","WR","1.1","1","1.1"
"148","LaVon Brazill","FA","WR","1.1","1","1.1"
"148","DeSean Jackson","PHI","WR","1.1","1","1.1"
"148","Randy McMichael","FA","TE","1.1","1","1.1"
"148","Lawrence Vickers","FA","RB","1.1","1","1.1"
"149","Jamar Newsome","FA","WR","1.0","1","1.0"
"149","Anthony Fasano","FA","TE","1.0","1","1.0"
"150","Eric Weems","FA","WR","0.9","1","0.9"
"150","Ronnie Hillman","FA","RB","0.9","1","0.9"
"150","Jeff King","FA","TE","0.9","1","0.9"
"150","Mike Wallace","FA","WR","0.9","1","0.9"
"150","Marlon Moore","FA","WR","0.9","1","0.9"
"150","Tandon Doss","FA","WR","0.9","1","0.9"
"151","Jermaine Kearse","DET","WR","0.8","1","0.8"
"151","Chaz Schilens","FA","WR","0.8","1","0.8"
"151","Brandon Banks","FA","WR","0.8","1","0.8"
"151","Jonathan Dwyer","FA","RB","0.8","1","0.8"
"152","Konrad Reuland","FA","TE","0.7","1","0.7"
"152","Riley Cooper","FA","WR","0.7","1","0.7"
"152","John Carlson","FA","TE","0.7","1","0.7"
"153","Greg Little","FA","WR","0.6","1","0.6"
"153","Evan Moore","FA","TE","0.6","1","0.6"
"153","Kevin Smith","FA","RB","0.6","1","0.6"
"153","Brandon Tate","FA","WR","0.6","1","0.6"
"153","Devery Henderson","FA","WR","0.6","1","0.6"
"154","Anthony Dixon","FA","RB","0.5","1","0.5"
"154","Luke Stocker","ATL","TE","0.5","1","0.5"
"154","Stanley Havili","FA","RB","0.5","1","0.5"
"154","Peyton Hillis","FA","RB","0.5","1","0.5"
"154","Darius Reynaud","FA","RB","0.5","1","0.5"
"154","Will Ta'ufo'ou","FA","RB","0.5","1","0.5"
"155","Weslye Saunders","FA","TE","0.4","1","0.4"
"155","Andre Holmes","FA","WR","0.4","1","0.4"
"155","Graham Harrell","FA","QB","0.4","1","0.4"
"156","Joel Dreessen","FA","TE","0.3","1","0.3"
"157","Armando Allen","FA","RB","0.2","1","0.2"
"157","Isaac Redman","FA","RB","0.2","1","0.2"
"158","Travis Benjamin","LAC","WR","0.1","1","0.1"
"158","Jerome Simpson","FA","WR","0.1","1","0.1"
"158","Brandon Jacobs","FA","RB","0.1","1","0.1"
"158","LaRod Stephens-Howling","FA","RB","0.1","1","0.1"
"158","Vonta Leach","FA","RB","0.1","1","0.1"
"159","David Paulson","FA","TE","0.0","1","0.0"
"159","Rishard Matthews","FA","WR","0.0","1","0.0"
"159","Ryan Whalen","FA","WR","0.0","1","0.0"
"159","Virgil Green","LAC","TE","0.0","1","0.0"
"159","James Hanna","FA","TE","0.0","1","0.0"
"159","Jordan White","FA","WR","0.0","1","0.0"
"159","Evan Royster","FA","RB","0.0","1","0.0"
"159","Taylor Thompson","FA","TE","0.0","1","0.0"
"159","Richard Gordon","FA","TE","0.0","1","0.0"
"159","Rhett Ellison","NYG","TE","0.0","1","0.0"
"159","Taiwan Jones","HOU","RB","0.0","1","0.0"
"159","Garrett Celek","SF","TE","0.0","1","0.0"
"159","Matt Asiata","FA","RB","0.0","1","0.0"
"159","Nate Eachus","FA","RB","0.0","1","0.0"
"159","Travaris Cadet","FA","RB","0.0","1","0.0"
"159","Jonathan Grimes","FA","RB","0.0","1","0.0"
"159","Erik Lorig","FA","RB","0.0","1","0.0"
"159","LaRon Byrd","FA","WR","0.0","1","0.0"
"159","Kevin Cone","FA","WR","0.0","1","0.0"
"159","Rod Streater","FA","WR","0.0","1","0.0"
"159","Johnny White","FA","RB","0.0","1","0.0"
"159","Anthony Sherman","KC","RB","0.0","1","0.0"
"159","Jarrett Boykin","FA","WR","0.0","1","0.0"
"159","Drew Davis","FA","WR","0.0","1","0.0"
"159","D.J. Williams","FA","TE","0.0","1","0.0"
"159","Ryan Taylor","FA","TE","0.0","1","0.0"
"159","Cory Harkey","FA","TE","0.0","1","0.0"
"159","Richie Brockel","FA","TE","0.0","1","0.0"
"159","Isaiah Pead","FA","RB","0.0","1","0.0"
"159","Tyler Clutts","FA","RB","0.0","1","0.0"
"159","Marcus Thigpen","FA","WR","0.0","1","0.0"
"159","Kyle Adams","FA","TE","0.0","1","0.0"
"159","Henry Hynoski","FA","RB","0.0","1","0.0"
"159","Jeron Mastrud","FA","TE","0.0","1","0.0"
"159","Trindon Holliday","FA","WR","0.0","1","0.0"
"159","LaQuan Williams","FA","WR","0.0","1","0.0"
"159","David Gilreath","FA","WR","0.0","1","0.0"
"159","Anthony Allen","FA","RB","0.0","1","0.0"
"159","Stephen Burton","FA","WR","0.0","1","0.0"
"159","David Ausberry","FA","TE","0.0","1","0.0"
"159","Ladarius Green","FA","TE","0.0","1","0.0"
"159","Joe Adams","FA","WR","0.0","1","0.0"
"159","Steve Maneri","FA","TE","0.0","1","0.0"
"159","Lestar Jean","FA","WR","0.0","1","0.0"
"159","Chris Owusu","FA","WR","0.0","1","0.0"
"159","Phillip Tanner","FA","RB","0.0","1","0.0"
"159","Marvin Jones","DET","WR","0.0","1","0.0"
"159","Robert Hughes","FA","RB","0.0","1","0.0"
"159","Brian Quick","FA","WR","0.0","1","0.0"
"159","Kevin Elliott","FA","WR","0.0","1","0.0"
"159","Visanthe Shiancoe","FA","TE","0.0","1","0.0"
"159","Kellen Clemens","FA","QB","0.0","1","0.0"
"159","Kassim Osgood","FA","WR","0.0","1","0.0"
"159","Josh Cribbs","FA","WR","0.0","1","0.0"
"159","John Phillips","FA","TE","0.0","1","0.0"
"159","Jerome Felton","FA","RB","0.0","1","0.0"
"159","James Jones","FA","WR","0.0","1","0.0"
"159","Matt Willis","FA","WR","0.0","1","0.0"
"159","Matt Slater","NE","WR","0.0","1","0.0"
"159","Lex Hilliard","FA","RB","0.0","1","0.0"
"159","Leonard Pope","FA","TE","0.0","1","0.0"
"159","Leon Washington","FA","RB","0.0","1","0.0"
"159","Le'Ron McClain","FA","RB","0.0","1","0.0"
"159","Billy Bajema","FA","TE","0.0","1","0.0"
"159","Brian Robiskie","FA","WR","0.0","1","0.0"
"159","Brian Leonard","FA","RB","0.0","1","0.0"
"159","Brian Jennings","FA","TE","0.0","1","0.0"
"159","Braylon Edwards","FA","WR","0.0","1","0.0"
"159","Brandon Gibson","FA","WR","0.0","1","0.0"
"159","Brad Smith","FA","WR","0.0","1","0.0"
"159","Ben Hartsock","FA","TE","0.0","1","0.0"
"159","Bear Pascoe","FA","TE","0.0","1","0.0"
"159","Alex Smith","FA","TE","0.0","1","0.0"
"159","New York Jets","NYJ","DST","0.0","1","0.0"
"159","Donald Driver","FA","WR","0.0","1","0.0"
"159","Devin Hester","FA","WR","0.0","1","0.0"
"159","Devin Aromashodu","FA","WR","0.0","1","0.0"
"159","Derek Hagan","FA","WR","0.0","1","0.0"
"159","Darrius Heyward-Bey","FA","WR","0.0","1","0.0"
"159","Danny Ware","FA","RB","0.0","1","0.0"
"159","Courtney Roby","FA","WR","0.0","1","0.0"
"159","Corey McIntyre","FA","RB","0.0","1","0.0"
"159","Chris Pressley","FA","RB","0.0","1","0.0"
"159","Chris Ogbonnaya","FA","RB","0.0","1","0.0"
"159","Chase Daniel","CHI","QB","0.0","1","0.0"
"159","Chase Coffman","FA","TE","0.0","1","0.0"
"159","Maurice Stovall","FA","WR","0.0","1","0.0"
"159","Lance Ball","FA","RB","0.0","1","0.0"
"159","Jim Dray","FA","TE","0.0","1","0.0"
"159","Clay Harbor","FA","TE","0.0","1","0.0"
"159","Keiland Williams","FA","RB","0.0","1","0.0"
"159","Plaxico Burress","FA","WR","0.0","1","0.0"
"159","Michael Palmer","FA","TE","0.0","1","0.0"
"159","Michael Hoomanawanui","FA","TE","0.0","1","0.0"
"159","LeGarrette Blount","FA","RB","0.0","1","0.0"
"159","Nate Byham","FA","TE","0.0","1","0.0"
"159","Micheal Spurlock","FA","WR","0.0","1","0.0"
"159","Austin Pettis","FA","WR","0.0","1","0.0"
"159","Delone Carter","FA","RB","0.0","1","0.0"
"159","Jerrel Jernigan","FA","WR","0.0","1","0.0"
"159","Jon Baldwin","FA","WR","0.0","1","0.0"
"159","Kyle Williams","FA","WR","0.0","1","0.0"
"159","Darrel Young","FA","RB","0.0","1","0.0"
"159","Dorin Dickerson","FA","TE","0.0","1","0.0"
"159","Antone Smith","FA","RB","0.0","1","0.0"
"159","Tom Crabtree","FA","TE","0.0","1","0.0"
"159","Chris Gronkowski","FA","RB","0.0","1","0.0"
"159","Ed Dickson","SEA","TE","0.0","1","0.0"
"159","Quinn Johnson","FA","RB","0.0","1","0.0"
"159","Ruvell Martin","FA","WR","0.0","1","0.0"
"159","Roscoe Parrish","FA","WR","0.0","1","0.0"
"159","Robert Meachem","FA","WR","0.0","1","0.0"
"159","Randy Moss","FA","WR","0.0","1","0.0"
"159","Ramses Barden","FA","WR","0.0","1","0.0"
"159","Stefan Logan","FA","RB","0.0","1","0.0"
"159","Pierre Thomas","FA","RB","0.0","1","0.0"
"159","Montell Owens","FA","RB","0.0","1","0.0"
"159","Miles Austin","FA","WR","0.0","1","0.0"
"159","Mike Cox","FA","RB","0.0","1","0.0"
"159","Colt McCoy","WAS","QB","0.0","1","0.0"
"159","Will Heller","FA","TE","0.0","1","0.0"
"159","Armanti Edwards","FA","WR","0.0","1","0.0"
"159","Toby Gerhart","FA","RB","0.0","1","0.0"
"159","Zach Potter","FA","TE","0.0","1","0.0"
"159","Vernon Davis","WAS","TE","0.0","1","0.0"
"159","Travis Beckum","FA","TE","0.0","1","0.0"
"159","Jorvorskie Lane","FA","RB","0.0","1","0.0"
"160","Owen Schmitt","FA","RB","-0.1","1","-0.1"
"161","Ryan Mallett","FA","QB","-0.3","1","-0.3"
"162","Rashard Mendenhall","FA","RB","-1.4","1","-1.4"
"162","Joe McKnight","FA","RB","-1.4","1","-1.4"
"163","Ted Ginn","NO","WR","-2.0","1","-2.0"
"164","Green Bay Packers","GB","DST","-3.0","1","-3.0"
""
""
