"Rank","Player","Team","Position","Points","Games","Avg"
"37","Mason Crosby","GB","K","13.0","1","13.0"
"37","Ben Roethlisberger","PIT","QB","13.0","1","13.0"
"38","Jamie Harper","FA","RB","12.8","1","12.8"
"39","Ahmad Bradshaw","FA","RB","12.5","1","12.5"
"40","Jeremy Kerley","FA","WR","12.2","1","12.2"
"40","Jonathan Dwyer","FA","RB","12.2","1","12.2"
"40","Sam Bradford","FA","QB","12.2","1","12.2"
"41","Lance Moore","FA","WR","12.1","1","12.1"
"42","Matt Hasselbeck","FA","QB","12.0","1","12.0"
"43","Josh Gordon","NE","WR","11.9","1","11.9"
"43","Darren Sproles","PHI","RB","11.9","1","11.9"
"43","Cecil Shorts","FA","WR","11.9","1","11.9"
"43","Owen Daniels","FA","TE","11.9","1","11.9"
"44","Steven Jackson","FA","RB","11.7","1","11.7"
"45","Marshawn Lynch","FA","RB","11.6","1","11.6"
"46","Brandon LaFell","FA","WR","11.3","1","11.3"
"47","Greg Little","FA","WR","11.2","1","11.2"
"48","Ryan Broyles","FA","WR","11.1","1","11.1"
"48","Dallas Clark","FA","TE","11.1","1","11.1"
"49","Shayne Graham","FA","K","11.0","1","11.0"
"49","Detroit Lions","DET","DST","11.0","1","11.0"
"49","San Francisco 49ers","SF","DST","11.0","1","11.0"
"49","Stephen Gostkowski","NE","K","11.0","1","11.0"
"49","Greg Zuerlein","LAR","K","11.0","1","11.0"
"49","Alfred Morris","DAL","RB","11.0","1","11.0"
"49","Justin Tucker","BAL","K","11.0","1","11.0"
"49","Rian Lindell","FA","K","11.0","1","11.0"
"49","New York Giants","NYG","DST","11.0","1","11.0"
"50","Antonio Brown","FA","WR","10.9","1","10.9"
"51","Joseph Morgan","FA","WR","10.8","1","10.8"
"52","Percy Harvin","FA","WR","10.7","1","10.7"
"52","Donald Jones","FA","WR","10.7","1","10.7"
"53","John Skelton","FA","QB","10.5","1","10.5"
"54","Nate Washington","FA","WR","10.3","1","10.3"
"54","Vick Ballard","FA","RB","10.3","1","10.3"
"55","C.J. Spiller","FA","RB","10.2","1","10.2"
"56","Matt Forte","FA","RB","10.0","1","10.0"
"56","Dallas Cowboys","DAL","DST","10.0","1","10.0"
"57","Denarius Moore","FA","WR","9.6","1","9.6"
"58","Tiquan Underwood","FA","WR","9.5","1","9.5"
"59","Andre Brown","FA","RB","9.4","1","9.4"
"60","Pierre Thomas","FA","RB","9.2","1","9.2"
"61","Green Bay Packers","GB","DST","9.0","1","9.0"
"61","Lawrence Tynes","FA","K","9.0","1","9.0"
"61","Cleveland Browns","CLE","DST","9.0","1","9.0"
"62","Alex Smith","WAS","QB","8.7","1","8.7"
"62","David Thomas","FA","TE","8.7","1","8.7"
"62","Chris Givens","FA","WR","8.7","1","8.7"
"63","Andre Johnson","FA","WR","8.6","1","8.6"
"64","Darrius Heyward-Bey","FA","WR","8.5","1","8.5"
"64","Chris Rainey","FA","RB","8.5","1","8.5"
"65","Blaine Gabbert","TB","QB","8.4","1","8.4"
"66","Steve Smith","FA","WR","8.3","1","8.3"
"67","Darren McFadden","FA","RB","8.1","1","8.1"
"67","Titus Young","FA","WR","8.1","1","8.1"
"68","Seattle Seahawks","SEA","DST","8.0","1","8.0"
"68","Jacksonville Jaguars","JAC","DST","8.0","1","8.0"
"69","Daryl Richardson","FA","RB","7.9","1","7.9"
"69","Martellus Bennett","FA","TE","7.9","1","7.9"
"70","Austin Pettis","FA","WR","7.7","1","7.7"
"71","Logan Paulsen","HOU","TE","7.6","1","7.6"
"72","Tandon Doss","FA","WR","7.5","1","7.5"
"72","Devery Henderson","FA","WR","7.5","1","7.5"
"73","Felix Jones","FA","RB","7.4","1","7.4"
"74","Reggie Wayne","FA","WR","7.3","1","7.3"
"75","Delanie Walker","TEN","TE","7.2","1","7.2"
"76","Arizona Cardinals","ARI","DST","7.0","1","7.0"
"76","David Akers","FA","K","7.0","1","7.0"
"76","Cincinnati Bengals","CIN","DST","7.0","1","7.0"
"76","Leonard Hankerson","FA","WR","7.0","1","7.0"
"76","Steven Hauschka","BUF","K","7.0","1","7.0"
"77","Mike Tolbert","FA","RB","6.9","1","6.9"
"77","BenJarvus Green-Ellis","FA","RB","6.9","1","6.9"
"78","A.J. Green","CIN","WR","6.8","1","6.8"
"79","Wes Welker","FA","WR","6.6","1","6.6"
"79","Joe Flacco","DEN","QB","6.6","1","6.6"
"80","Stevan Ridley","FA","RB","6.5","1","6.5"
"80","Cedric Peerman","FA","RB","6.5","1","6.5"
"81","Alex Green","FA","RB","6.4","1","6.4"
"82","Mikel Leshoure","FA","RB","6.3","1","6.3"
"83","Andy Dalton","CIN","QB","6.1","1","6.1"
"84","Mike Nugent","FA","K","6.0","1","6.0"
"84","Robbie Gould","SF","K","6.0","1","6.0"
"84","Brandon Gibson","FA","WR","6.0","1","6.0"
"84","Pittsburgh Steelers","PIT","DST","6.0","1","6.0"
"84","Carolina Panthers","CAR","DST","6.0","1","6.0"
"85","Mike Wallace","FA","WR","5.9","1","5.9"
"85","Shane Vereen","FA","RB","5.9","1","5.9"
"86","Marcel Reece","FA","RB","5.8","1","5.8"
"87","Stephen Hill","FA","WR","5.5","1","5.5"
"88","Rob Housler","FA","TE","5.4","1","5.4"
"88","Aaron Hernandez","FA","TE","5.4","1","5.4"
"88","Ray Rice","FA","RB","5.4","1","5.4"
"89","James Jones","FA","WR","5.3","1","5.3"
"89","Josh Cooper","FA","WR","5.3","1","5.3"
"89","Hakeem Nicks","FA","WR","5.3","1","5.3"
"90","Adam Vinatieri","IND","K","5.0","1","5.0"
"90","Washington Redskins","WAS","DST","5.0","1","5.0"
"90","Ben Obomanu","FA","WR","5.0","1","5.0"
"90","Oakland Raiders","OAK","DST","5.0","1","5.0"
"90","Rob Bironas","FA","K","5.0","1","5.0"
"90","Garrett Hartley","FA","K","5.0","1","5.0"
"90","Tennessee Titans","TEN","DST","5.0","1","5.0"
"91","Louis Murphy","FA","WR","4.8","1","4.8"
"92","Ben Tate","FA","RB","4.7","1","4.7"
"93","Donnie Avery","FA","WR","4.6","1","4.6"
"93","Danny Woodhead","FA","RB","4.6","1","4.6"
"93","Jonathan Stewart","FA","RB","4.6","1","4.6"
"94","Greg Scruggs","FA","TE","4.5","1","4.5"
"94","Kendall Hunter","FA","RB","4.5","1","4.5"
"95","Jason Witten","DAL","TE","4.4","1","4.4"
"95","Brandon Myers","FA","TE","4.4","1","4.4"
"96","Delone Carter","FA","RB","4.1","1","4.1"
"96","Torrey Smith","FA","WR","4.1","1","4.1"
"96","Rod Streater","FA","WR","4.1","1","4.1"
"97","Indianapolis Colts","IND","DST","4.0","1","4.0"
"97","Emmanuel Sanders","DEN","WR","4.0","1","4.0"
"97","Buffalo Bills","BUF","DST","4.0","1","4.0"
"98","Russell Wilson","SEA","QB","3.9","1","3.9"
"99","Damian Williams","FA","WR","3.8","1","3.8"
"99","Phillip Tanner","FA","RB","3.8","1","3.8"
"99","Devin Hester","FA","WR","3.8","1","3.8"
"100","Brandon Pettigrew","FA","TE","3.7","1","3.7"
"100","Jared Cook","NO","TE","3.7","1","3.7"
"101","Mike Williams","FA","WR","3.6","1","3.6"
"101","Benjamin Watson","NE","TE","3.6","1","3.6"
"102","Mohamed Sanu","ATL","WR","3.4","1","3.4"
"102","Calvin Johnson","FA","WR","3.4","1","3.4"
"103","Travis Benjamin","LAC","WR","3.3","1","3.3"
"103","Luke Stocker","ATL","TE","3.3","1","3.3"
"103","Michael Bush","FA","RB","3.3","1","3.3"
"103","Dennis Pitta","FA","TE","3.3","1","3.3"
"104","Darrel Young","FA","RB","3.2","1","3.2"
"104","Domenik Hixon","FA","WR","3.2","1","3.2"
"104","Sidney Rice","FA","WR","3.2","1","3.2"
"104","Chad Henne","KC","QB","3.2","1","3.2"
"104","John Kuhn","FA","RB","3.2","1","3.2"
"104","Justin Forsett","FA","RB","3.2","1","3.2"
"104","Garrett Graham","FA","TE","3.2","1","3.2"
"105","Jermichael Finley","FA","TE","3.1","1","3.1"
"105","Ryan Whalen","FA","WR","3.1","1","3.1"
"105","Greg Olsen","CAR","TE","3.1","1","3.1"
"105","Brian Quick","FA","WR","3.1","1","3.1"
"105","Michael Crabtree","ARI","WR","3.1","1","3.1"
"106","New York Jets","NYJ","DST","3.0","1","3.0"
"106","Blair Walsh","FA","K","3.0","1","3.0"
"106","Kenny Britt","FA","WR","3.0","1","3.0"
"106","Los Angeles Rams","LAR","DST","3.0","1","3.0"
"106","Connor Barth","FA","K","3.0","1","3.0"
"107","Larry Fitzgerald","ARI","WR","2.9","1","2.9"
"108","Montario Hardesty","FA","RB","2.8","1","2.8"
"108","Early Doucet","FA","WR","2.8","1","2.8"
"109","Earl Bennett","FA","WR","2.7","1","2.7"
"109","Kevin Ogletree","FA","WR","2.7","1","2.7"
"110","Steve Smith","FA","WR","2.6","1","2.6"
"111","Christian Ponder","FA","QB","2.5","1","2.5"
"112","Anquan Boldin","FA","WR","2.4","1","2.4"
"113","Chris Ogbonnaya","FA","RB","2.3","1","2.3"
"113","Joe McKnight","FA","RB","2.3","1","2.3"
"114","T.Y. Hilton","IND","WR","2.2","1","2.2"
"114","Lex Hilliard","FA","RB","2.2","1","2.2"
"115","Mark Ingram","BAL","RB","2.1","1","2.1"
"115","Kyle Williams","FA","WR","2.1","1","2.1"
"116","Marcedes Lewis","GB","TE","2.0","1","2.0"
"116","Justin Medlock","FA","K","2.0","1","2.0"
"116","Jerricho Cotchery","FA","WR","2.0","1","2.0"
"117","Jermaine Gresham","FA","TE","1.9","1","1.9"
"117","Trent Richardson","FA","RB","1.9","1","1.9"
"117","Kendall Wright","FA","WR","1.9","1","1.9"
"118","William Powell","FA","RB","1.8","1","1.8"
"119","Coby Fleener","FA","TE","1.7","1","1.7"
"119","Jacoby Jones","FA","WR","1.7","1","1.7"
"119","Andrew Hawkins","FA","WR","1.7","1","1.7"
"119","Craig Stevens","FA","TE","1.7","1","1.7"
"119","Robert Turbin","FA","RB","1.7","1","1.7"
"119","Mike Thomas","FA","WR","1.7","1","1.7"
"120","Josh Morgan","FA","WR","1.6","1","1.6"
"120","Nate Burleson","FA","WR","1.6","1","1.6"
"121","Doug Baldwin","FA","WR","1.5","1","1.5"
"121","Scott Chandler","FA","TE","1.5","1","1.5"
"122","Dez Bryant","FA","WR","1.4","1","1.4"
"122","Michael Robinson","FA","RB","1.4","1","1.4"
"122","Aldrick Robinson","FA","WR","1.4","1","1.4"
"122","Darius Reynaud","FA","RB","1.4","1","1.4"
"122","Randy Moss","FA","WR","1.4","1","1.4"
"123","Fred Davis","FA","TE","1.3","1","1.3"
"124","Tim Tebow","FA","QB","1.2","1","1.2"
"125","Konrad Reuland","FA","TE","1.1","1","1.1"
"125","Mewelde Moore","FA","RB","1.1","1","1.1"
"126","Jason Hanson","FA","K","1.0","1","1.0"
"126","Phil Dawson","FA","K","1.0","1","1.0"
"126","Jay Feely","FA","K","1.0","1","1.0"
"126","Mario Harvey","FA","RB","1.0","1","1.0"
"126","Danny Ware","FA","RB","1.0","1","1.0"
"126","New Orleans Saints","NO","DST","1.0","1","1.0"
"127","Deion Branch","IND","WR","0.9","1","0.9"
"127","Dwayne Allen","FA","TE","0.9","1","0.9"
"127","Joique Bell","FA","RB","0.9","1","0.9"
"128","Jerome Simpson","FA","WR","0.8","1","0.8"
"128","Josh Cribbs","FA","WR","0.8","1","0.8"
"129","David Paulson","FA","TE","0.7","1","0.7"
"129","Lawrence Vickers","FA","RB","0.7","1","0.7"
"129","Will Johnson","FA","RB","0.7","1","0.7"
"129","Brad Smith","FA","WR","0.7","1","0.7"
"129","Michael Floyd","FA","WR","0.7","1","0.7"
"129","Michael Jenkins","FA","WR","0.7","1","0.7"
"129","Justin Blackmon","FA","WR","0.7","1","0.7"
"129","Julian Edelman","NE","WR","0.7","1","0.7"
"130","Brandon Lloyd","FA","WR","0.6","1","0.6"
"130","Vonta Leach","FA","RB","0.6","1","0.6"
"130","Trevor Graham","FA","WR","0.6","1","0.6"
"130","Tony Scheffler","FA","TE","0.6","1","0.6"
"130","James Casey","FA","TE","0.6","1","0.6"
"130","Maurice Jones-Drew","FA","RB","0.6","1","0.6"
"130","Mike Goodson","FA","RB","0.6","1","0.6"
"130","Erik Lorig","FA","RB","0.6","1","0.6"
"131","Jason Campbell","FA","QB","0.5","1","0.5"
"131","Lance Kendricks","NE","TE","0.5","1","0.5"
"131","Ed Dickson","SEA","TE","0.5","1","0.5"
"132","Jonathan Grimes","FA","RB","0.4","1","0.4"
"132","Baron Batch","FA","RB","0.4","1","0.4"
"132","Jeff Cumberland","FA","TE","0.4","1","0.4"
"132","DeAngelo Williams","FA","RB","0.4","1","0.4"
"132","Leon Washington","FA","RB","0.4","1","0.4"
"132","Jordan Cameron","FA","TE","0.4","1","0.4"
"133","Kellen Davis","FA","TE","0.3","1","0.3"
"133","Henry Hynoski","FA","RB","0.3","1","0.3"
"133","Brandon Tate","FA","WR","0.3","1","0.3"
"134","Owen Schmitt","FA","RB","0.2","1","0.2"
"134","Arrelious Benn","FA","WR","0.2","1","0.2"
"134","Donald Driver","FA","WR","0.2","1","0.2"
"135","Toby Gerhart","FA","RB","0.1","1","0.1"
"135","Jed Collins","FA","RB","0.1","1","0.1"
"135","Isaiah Pead","FA","RB","0.1","1","0.1"
"136","D.J. Williams","FA","TE","0.0","1","0.0"
"136","Kevin Elliott","FA","WR","0.0","1","0.0"
"136","Kealoha Pilares","FA","WR","0.0","1","0.0"
"136","Dwayne Harris","OAK","WR","0.0","1","0.0"
"136","Bruce Miller","FA","TE","0.0","1","0.0"
"136","Travaris Cadet","FA","RB","0.0","1","0.0"
"136","Matt Asiata","FA","RB","0.0","1","0.0"
"136","Evan Royster","FA","RB","0.0","1","0.0"
"136","Lee Smith","BUF","TE","0.0","1","0.0"
"136","Rueben Randle","FA","WR","0.0","1","0.0"
"136","DeVier Posey","FA","WR","0.0","1","0.0"
"136","Owen Marecic","FA","RB","0.0","1","0.0"
"136","Garrett Celek","SF","TE","0.0","1","0.0"
"136","Marvin Jones","DET","WR","0.0","1","0.0"
"136","Nathan Palmer","FA","WR","0.0","1","0.0"
"136","Kyle Rudolph","MIN","TE","0.0","1","0.0"
"136","Lance Dunbar","FA","RB","0.0","1","0.0"
"136","Juron Criner","FA","WR","0.0","1","0.0"
"136","James Hanna","FA","TE","0.0","1","0.0"
"136","Alfonso Smith","FA","RB","0.0","1","0.0"
"136","LaVon Brazill","FA","WR","0.0","1","0.0"
"136","Kyle Adams","FA","TE","0.0","1","0.0"
"136","Tyler Clutts","FA","RB","0.0","1","0.0"
"136","Richie Brockel","FA","TE","0.0","1","0.0"
"136","LaQuan Williams","FA","WR","0.0","1","0.0"
"136","Taylor Thompson","FA","TE","0.0","1","0.0"
"136","Keshawn Martin","FA","WR","0.0","1","0.0"
"136","Will Tukuafu","FA","RB","0.0","1","0.0"
"136","Rhett Ellison","NYG","TE","0.0","1","0.0"
"136","Armando Allen","FA","RB","0.0","1","0.0"
"136","Stephen Burton","FA","WR","0.0","1","0.0"
"136","Orson Charles","FA","TE","0.0","1","0.0"
"136","Weslye Saunders","FA","TE","0.0","1","0.0"
"136","David Ausberry","FA","TE","0.0","1","0.0"
"136","Bernard Pierce","FA","RB","0.0","1","0.0"
"136","Anthony Allen","FA","RB","0.0","1","0.0"
"136","Ryan Taylor","FA","TE","0.0","1","0.0"
"136","Dane Sanzenbacher","FA","WR","0.0","1","0.0"
"136","David Wilson","FA","RB","0.0","1","0.0"
"136","Andre Holmes","FA","WR","0.0","1","0.0"
"136","Lestar Jean","FA","WR","0.0","1","0.0"
"136","Jarrett Boykin","FA","WR","0.0","1","0.0"
"136","Jalen Parmele","FA","RB","0.0","1","0.0"
"136","John Carlson","FA","TE","0.0","1","0.0"
"136","Jerome Felton","FA","RB","0.0","1","0.0"
"136","Jeff King","FA","TE","0.0","1","0.0"
"136","Jason Hill","FA","WR","0.0","1","0.0"
"136","Greg Jones","FA","RB","0.0","1","0.0"
"136","Gary Barnidge","FA","TE","0.0","1","0.0"
"136","Evan Moore","FA","TE","0.0","1","0.0"
"136","Eric Weems","FA","WR","0.0","1","0.0"
"136","John Phillips","FA","TE","0.0","1","0.0"
"136","Leonard Pope","FA","TE","0.0","1","0.0"
"136","Kassim Osgood","FA","WR","0.0","1","0.0"
"136","Ben Hartsock","FA","TE","0.0","1","0.0"
"136","Braylon Edwards","FA","WR","0.0","1","0.0"
"136","Bear Pascoe","FA","TE","0.0","1","0.0"
"136","Devin Aromashodu","FA","WR","0.0","1","0.0"
"136","Courtney Roby","FA","WR","0.0","1","0.0"
"136","Derek Hagan","FA","WR","0.0","1","0.0"
"136","Daniel Graham","FA","TE","0.0","1","0.0"
"136","Daniel Fells","FA","TE","0.0","1","0.0"
"136","Corey McIntyre","FA","RB","0.0","1","0.0"
"136","Chris Pressley","FA","RB","0.0","1","0.0"
"136","Chaz Schilens","FA","WR","0.0","1","0.0"
"136","Chase Daniel","CHI","QB","0.0","1","0.0"
"136","Brit Miller","FA","RB","0.0","1","0.0"
"136","Matt Slater","NE","WR","0.0","1","0.0"
"136","Matt Spaeth","FA","TE","0.0","1","0.0"
"136","Anthony McCoy","FA","TE","0.0","1","0.0"
"136","Michael Hoomanawanui","FA","TE","0.0","1","0.0"
"136","Armanti Edwards","FA","WR","0.0","1","0.0"
"136","Dorin Dickerson","FA","TE","0.0","1","0.0"
"136","Tom Crabtree","FA","TE","0.0","1","0.0"
"136","Brandon Banks","FA","WR","0.0","1","0.0"
"136","Nate Byham","FA","TE","0.0","1","0.0"
"136","Jim Dray","FA","TE","0.0","1","0.0"
"136","Anthony Dixon","FA","RB","0.0","1","0.0"
"136","Roscoe Parrish","FA","WR","0.0","1","0.0"
"136","Ramses Barden","FA","WR","0.0","1","0.0"
"136","Quinn Johnson","FA","RB","0.0","1","0.0"
"136","Golden Tate","NYG","WR","0.0","1","0.0"
"136","Montell Owens","FA","RB","0.0","1","0.0"
"136","Micheal Spurlock","FA","WR","0.0","1","0.0"
"136","Maurice Stovall","FA","WR","0.0","1","0.0"
"136","Matthew Mulligan","FA","TE","0.0","1","0.0"
"136","Ruvell Martin","FA","WR","0.0","1","0.0"
"136","Zach Potter","FA","TE","0.0","1","0.0"
"136","Zach Miller","FA","TE","0.0","1","0.0"
"136","Will Heller","FA","TE","0.0","1","0.0"
"136","Vernon Davis","WAS","TE","0.0","1","0.0"
"136","Ted Ginn","NO","WR","0.0","1","0.0"
"137","Niles Paul","FA","TE","-0.1","1","-0.1"
"137","Colin Kaepernick","FA","QB","-0.1","1","-0.1"
"138","LeGarrette Blount","FA","RB","-0.2","1","-0.2"
"139","Tampa Bay Buccaneers","TB","DST","-2.0","1","-2.0"
"139","Stefan Logan","FA","RB","-2.0","1","-2.0"
"139","Baltimore Ravens","BAL","DST","-2.0","1","-2.0"
""
""
