"Rank","Player","Team","Position","Points","Games","Avg"
"36","Robert Griffin","BAL","QB","14.3","1","14.3"
"36","Andrew Luck","FA","QB","14.3","1","14.3"
"37","Chad Henne","KC","QB","14.1","1","14.1"
"37","Reggie Wayne","FA","WR","14.1","1","14.1"
"38","Blair Walsh","FA","K","14.0","1","14.0"
"38","Miami Dolphins","MIA","DST","14.0","1","14.0"
"38","Mason Crosby","GB","K","14.0","1","14.0"
"39","Justin Blackmon","FA","WR","13.9","1","13.9"
"40","Christian Ponder","FA","QB","13.8","1","13.8"
"41","Sam Bradford","FA","QB","13.7","1","13.7"
"41","Pierre Thomas","FA","RB","13.7","1","13.7"
"41","Steven Jackson","FA","RB","13.7","1","13.7"
"42","Washington Redskins","WAS","DST","13.0","1","13.0"
"43","Danario Alexander","FA","WR","12.9","1","12.9"
"44","Brandon Marshall","FA","WR","12.8","1","12.8"
"45","Knowshon Moreno","FA","RB","12.7","1","12.7"
"45","Josh Freeman","FA","QB","12.7","1","12.7"
"46","Julio Jones","ATL","WR","12.4","1","12.4"
"47","Bernard Pierce","FA","RB","12.3","1","12.3"
"48","Randall Cobb","DAL","WR","12.2","1","12.2"
"48","LeSean McCoy","KC","RB","12.2","1","12.2"
"49","Mark Ingram","BAL","RB","12.0","1","12.0"
"49","Denver Broncos","DEN","DST","12.0","1","12.0"
"49","Stephen Gostkowski","NE","K","12.0","1","12.0"
"50","Doug Martin","FA","RB","11.9","1","11.9"
"50","Montell Owens","FA","RB","11.9","1","11.9"
"51","Greg Little","FA","WR","11.8","1","11.8"
"52","Ryan Fitzpatrick","MIA","QB","11.4","1","11.4"
"52","Delanie Walker","TEN","TE","11.4","1","11.4"
"53","Larry Fitzgerald","ARI","WR","11.1","1","11.1"
"54","Matt Prater","DET","K","11.0","1","11.0"
"54","Josh Scobee","FA","K","11.0","1","11.0"
"54","Arizona Cardinals","ARI","DST","11.0","1","11.0"
"54","New England Patriots","NE","DST","11.0","1","11.0"
"54","Kai Forbath","FA","K","11.0","1","11.0"
"54","Nick Novak","FA","K","11.0","1","11.0"
"55","Eli Manning","NYG","QB","10.8","1","10.8"
"55","Vincent Jackson","FA","WR","10.8","1","10.8"
"56","Mikel Leshoure","FA","RB","10.6","1","10.6"
"56","Jay Cutler","FA","QB","10.6","1","10.6"
"57","Steve Smith","FA","WR","10.5","1","10.5"
"57","Greg Jennings","FA","WR","10.5","1","10.5"
"57","Danny Woodhead","FA","RB","10.5","1","10.5"
"57","Miles Austin","FA","WR","10.5","1","10.5"
"58","Antonio Gates","FA","TE","10.4","1","10.4"
"59","Peyton Hillis","FA","RB","10.1","1","10.1"
"59","Kenny Britt","FA","WR","10.1","1","10.1"
"60","Carolina Panthers","CAR","DST","10.0","1","10.0"
"60","Jason Hanson","FA","K","10.0","1","10.0"
"60","Atlanta Falcons","ATL","DST","10.0","1","10.0"
"60","Oakland Raiders","OAK","DST","10.0","1","10.0"
"61","Kyle Rudolph","MIN","TE","9.9","1","9.9"
"62","Santana Moss","FA","WR","9.8","1","9.8"
"63","Andre Johnson","FA","WR","9.7","1","9.7"
"64","Domenik Hixon","FA","WR","9.6","1","9.6"
"64","A.J. Green","CIN","WR","9.6","1","9.6"
"64","Toby Gerhart","FA","RB","9.6","1","9.6"
"65","Anquan Boldin","FA","WR","9.3","1","9.3"
"66","Ben Roethlisberger","PIT","QB","9.1","1","9.1"
"67","Adam Vinatieri","IND","K","9.0","1","9.0"
"67","Adrian Peterson","WAS","RB","9.0","1","9.0"
"67","Lance Moore","FA","WR","9.0","1","9.0"
"67","Garrett Hartley","FA","K","9.0","1","9.0"
"68","Pierre Garcon","FA","WR","8.9","1","8.9"
"68","Colt McCoy","WAS","QB","8.9","1","8.9"
"68","DuJuan Harris","FA","RB","8.9","1","8.9"
"69","Jake Locker","FA","QB","8.8","1","8.8"
"69","Josh Morgan","FA","WR","8.8","1","8.8"
"69","Jimmy Graham","GB","TE","8.8","1","8.8"
"70","Stevan Ridley","FA","RB","8.4","1","8.4"
"71","Joique Bell","FA","RB","8.3","1","8.3"
"72","Jordan Shipley","FA","WR","8.2","1","8.2"
"73","Jay Feely","FA","K","8.0","1","8.0"
"73","Alex Henery","FA","K","8.0","1","8.0"
"73","David Akers","FA","K","8.0","1","8.0"
"73","Shayne Graham","FA","K","8.0","1","8.0"
"73","Josh Brown","FA","K","8.0","1","8.0"
"73","Ryan Succop","TEN","K","8.0","1","8.0"
"73","Dan Bailey","MIN","K","8.0","1","8.0"
"73","Connor Barth","FA","K","8.0","1","8.0"
"73","Phil Dawson","FA","K","8.0","1","8.0"
"74","Dion Lewis","TEN","RB","7.7","1","7.7"
"74","David Wilson","FA","RB","7.7","1","7.7"
"75","Dwayne Harris","OAK","WR","7.6","1","7.6"
"76","Lamar Miller","HOU","RB","7.3","1","7.3"
"77","Brad Smith","FA","WR","7.2","1","7.2"
"78","DeMarco Murray","FA","RB","7.1","1","7.1"
"78","Andy Dalton","CIN","QB","7.1","1","7.1"
"78","Matt Schaub","ATL","QB","7.1","1","7.1"
"79","Matt Bryant","ATL","K","7.0","1","7.0"
"79","Baltimore Ravens","BAL","DST","7.0","1","7.0"
"79","Jermichael Finley","FA","TE","7.0","1","7.0"
"79","Jacksonville Jaguars","JAC","DST","7.0","1","7.0"
"79","Jason Avant","FA","WR","7.0","1","7.0"
"79","Kansas City Chiefs","KC","DST","7.0","1","7.0"
"80","Vick Ballard","FA","RB","6.9","1","6.9"
"80","Jacob Tamme","FA","TE","6.9","1","6.9"
"81","Trent Richardson","FA","RB","6.8","1","6.8"
"82","Anthony McCoy","FA","TE","6.6","1","6.6"
"82","Jacob Hester","FA","RB","6.6","1","6.6"
"83","Clyde Gates","FA","WR","6.5","1","6.5"
"83","Michael Crabtree","ARI","WR","6.5","1","6.5"
"83","Austin Pettis","FA","WR","6.5","1","6.5"
"83","Marvin Jones","DET","WR","6.5","1","6.5"
"84","Jon Baldwin","FA","WR","6.4","1","6.4"
"85","David Thomas","FA","TE","6.3","1","6.3"
"86","Brandon Lloyd","FA","WR","6.2","1","6.2"
"87","Michael Palmer","FA","TE","6.1","1","6.1"
"87","Jarius Wright","CAR","WR","6.1","1","6.1"
"88","Sebastian Janikowski","FA","K","6.0","1","6.0"
"88","Nate Kaeding","FA","K","6.0","1","6.0"
"88","Graham Gano","CAR","K","6.0","1","6.0"
"88","Jason Witten","DAL","TE","6.0","1","6.0"
"88","Steven Hauschka","BUF","K","6.0","1","6.0"
"88","Nick Folk","FA","K","6.0","1","6.0"
"89","Greg McElroy","FA","QB","5.9","1","5.9"
"90","Robert Turbin","FA","RB","5.8","1","5.8"
"91","Michael Turner","FA","RB","5.7","1","5.7"
"92","Dennis Pitta","FA","TE","5.6","1","5.6"
"93","Cecil Shorts","FA","WR","5.4","1","5.4"
"93","Jackie Battle","FA","RB","5.4","1","5.4"
"94","Greg Olsen","CAR","TE","5.3","1","5.3"
"95","Rashard Mendenhall","FA","RB","5.0","1","5.0"
"95","Rian Lindell","FA","K","5.0","1","5.0"
"96","Trevor Graham","FA","WR","4.9","1","4.9"
"97","DeAngelo Williams","FA","RB","4.8","1","4.8"
"97","Darren McFadden","FA","RB","4.8","1","4.8"
"98","Benjamin Watson","NE","TE","4.7","1","4.7"
"98","Ahmad Bradshaw","FA","RB","4.7","1","4.7"
"98","Michael Floyd","FA","WR","4.7","1","4.7"
"99","Travis Benjamin","LAC","WR","4.6","1","4.6"
"99","Michael Hoomanawanui","FA","TE","4.6","1","4.6"
"99","Brandon Weeden","FA","QB","4.6","1","4.6"
"100","Heath Miller","FA","TE","4.5","1","4.5"
"101","Randy Moss","FA","WR","4.4","1","4.4"
"101","Andre Roberts","BUF","WR","4.4","1","4.4"
"102","Rueben Randle","FA","WR","4.3","1","4.3"
"103","Garrett Celek","SF","TE","4.1","1","4.1"
"103","Chris Johnson","FA","RB","4.1","1","4.1"
"103","Tony Scheffler","FA","TE","4.1","1","4.1"
"103","Michael Jenkins","FA","WR","4.1","1","4.1"
"104","New York Jets","NYJ","DST","4.0","1","4.0"
"104","Buffalo Bills","BUF","DST","4.0","1","4.0"
"104","New Orleans Saints","NO","DST","4.0","1","4.0"
"104","Greg Zuerlein","LAR","K","4.0","1","4.0"
"104","Tampa Bay Buccaneers","TB","DST","4.0","1","4.0"
"104","Dexter McCluster","FA","RB","4.0","1","4.0"
"105","Damian Williams","FA","WR","3.9","1","3.9"
"105","Brent Celek","FA","TE","3.9","1","3.9"
"105","Eddie Royal","FA","WR","3.9","1","3.9"
"105","Ronnie Brown","FA","RB","3.9","1","3.9"
"105","Jonathan Dwyer","FA","RB","3.9","1","3.9"
"106","Donnie Avery","FA","WR","3.8","1","3.8"
"106","Brandon LaFell","FA","WR","3.8","1","3.8"
"106","Jermaine Gresham","FA","TE","3.8","1","3.8"
"106","Chris Givens","FA","WR","3.8","1","3.8"
"107","Rishard Matthews","FA","WR","3.7","1","3.7"
"108","Devon Wylie","FA","WR","3.6","1","3.6"
"108","Ryan Lindley","FA","QB","3.6","1","3.6"
"108","Brady Quinn","FA","QB","3.6","1","3.6"
"108","Braylon Edwards","FA","WR","3.6","1","3.6"
"109","Ronnie Hillman","FA","RB","3.5","1","3.5"
"109","Alshon Jeffery","PHI","WR","3.5","1","3.5"
"110","Will Heller","FA","TE","3.4","1","3.4"
"110","Dorin Dickerson","FA","TE","3.4","1","3.4"
"110","T.Y. Hilton","IND","WR","3.4","1","3.4"
"110","Bilal Powell","NYJ","RB","3.4","1","3.4"
"111","Dallas Clark","FA","TE","3.3","1","3.3"
"111","Brandon Gibson","FA","WR","3.3","1","3.3"
"112","Kris Durham","FA","WR","3.2","1","3.2"
"112","Jerome Simpson","FA","WR","3.2","1","3.2"
"112","Mewelde Moore","FA","RB","3.2","1","3.2"
"112","Kahlil Bell","GB","RB","3.2","1","3.2"
"112","Brandon Stokley","FA","WR","3.2","1","3.2"
"113","Chaz Schilens","FA","WR","3.1","1","3.1"
"113","Darrius Heyward-Bey","FA","WR","3.1","1","3.1"
"114","Shaun Suisham","FA","K","3.0","1","3.0"
"114","Philadelphia Eagles","PHI","DST","3.0","1","3.0"
"114","Andrew Hawkins","FA","WR","3.0","1","3.0"
"114","Detroit Lions","DET","DST","3.0","1","3.0"
"114","Houston Texans","HOU","DST","3.0","1","3.0"
"114","Olindo Mare","FA","K","3.0","1","3.0"
"115","Richard Murphy","FA","RB","2.9","1","2.9"
"115","LaMichael James","FA","RB","2.9","1","2.9"
"116","Frank Gore","BUF","RB","2.8","1","2.8"
"116","Jamar Newsome","FA","WR","2.8","1","2.8"
"116","Mike Tolbert","FA","RB","2.8","1","2.8"
"117","Golden Tate","NYG","WR","2.7","1","2.7"
"117","Martellus Bennett","FA","TE","2.7","1","2.7"
"117","Armon Binns","FA","WR","2.7","1","2.7"
"117","William Powell","FA","RB","2.7","1","2.7"
"117","Marcedes Lewis","GB","TE","2.7","1","2.7"
"117","Owen Daniels","FA","TE","2.7","1","2.7"
"117","Vernon Davis","WAS","TE","2.7","1","2.7"
"118","Terrelle Pryor","JAC","WR","2.6","1","2.6"
"118","Matt Leinart","FA","QB","2.6","1","2.6"
"119","Scott Chandler","FA","TE","2.5","1","2.5"
"119","Jacquizz Rodgers","FA","RB","2.5","1","2.5"
"119","Armando Allen","FA","RB","2.5","1","2.5"
"119","Damaris Johnson","FA","WR","2.5","1","2.5"
"120","Stevie Johnson","FA","WR","2.4","1","2.4"
"121","Brandon Tate","FA","WR","2.3","1","2.3"
"122","Ruvell Martin","FA","WR","2.2","1","2.2"
"122","Brian Hoyer","IND","QB","2.2","1","2.2"
"122","Joel Dreessen","FA","TE","2.2","1","2.2"
"123","Montario Hardesty","FA","RB","2.1","1","2.1"
"123","Niles Paul","FA","TE","2.1","1","2.1"
"123","Victor Cruz","FA","WR","2.1","1","2.1"
"124","Jerricho Cotchery","FA","WR","2.0","1","2.0"
"124","Mike Goodson","FA","RB","2.0","1","2.0"
"124","Cleveland Browns","CLE","DST","2.0","1","2.0"
"124","Lawrence Tynes","FA","K","2.0","1","2.0"
"124","D.J. Williams","FA","TE","2.0","1","2.0"
"125","Jeremy Kerley","FA","WR","1.9","1","1.9"
"125","Ben Tate","FA","RB","1.9","1","1.9"
"125","Jamie Harper","FA","RB","1.9","1","1.9"
"125","Kellen Davis","FA","TE","1.9","1","1.9"
"125","Derek Hagan","FA","WR","1.9","1","1.9"
"126","Marcel Reece","FA","RB","1.8","1","1.8"
"126","Bryce Brown","FA","RB","1.8","1","1.8"
"126","Dwayne Allen","FA","TE","1.8","1","1.8"
"126","Tiquan Underwood","FA","WR","1.8","1","1.8"
"126","Riley Cooper","FA","WR","1.8","1","1.8"
"127","LaRod Stephens-Howling","FA","RB","1.7","1","1.7"
"127","Jermaine Kearse","DET","WR","1.7","1","1.7"
"127","Toney Clemons","FA","WR","1.7","1","1.7"
"127","Michael Preston","FA","WR","1.7","1","1.7"
"127","Stefan Logan","FA","RB","1.7","1","1.7"
"128","Rod Streater","FA","WR","1.6","1","1.6"
"128","Earl Bennett","FA","WR","1.6","1","1.6"
"128","Hayden Smith","FA","TE","1.6","1","1.6"
"128","Isaac Redman","FA","RB","1.6","1","1.6"
"128","Luke Stocker","ATL","TE","1.6","1","1.6"
"129","Zach Miller","FA","TE","1.5","1","1.5"
"129","Nate Washington","FA","WR","1.5","1","1.5"
"130","Sidney Rice","FA","WR","1.4","1","1.4"
"130","BenJarvus Green-Ellis","FA","RB","1.4","1","1.4"
"130","Evan Royster","FA","RB","1.4","1","1.4"
"130","Garrett Graham","FA","TE","1.4","1","1.4"
"131","Mike Thomas","FA","WR","1.3","1","1.3"
"131","Emmanuel Sanders","DEN","WR","1.3","1","1.3"
"131","Aaron Hernandez","FA","TE","1.3","1","1.3"
"132","Carson Palmer","FA","QB","1.2","1","1.2"
"132","Kevin Walter","FA","WR","1.2","1","1.2"
"132","Jason Snelling","FA","RB","1.2","1","1.2"
"132","Deion Branch","IND","WR","1.2","1","1.2"
"132","Anthony Allen","FA","RB","1.2","1","1.2"
"132","Mike Wallace","FA","WR","1.2","1","1.2"
"132","Anthony Fasano","FA","TE","1.2","1","1.2"
"132","Brian Hartline","FA","WR","1.2","1","1.2"
"132","Kevin Ogletree","FA","WR","1.2","1","1.2"
"132","Denarius Moore","FA","WR","1.2","1","1.2"
"133","Henry Hynoski","FA","RB","1.1","1","1.1"
"133","Ryan Taylor","FA","TE","1.1","1","1.1"
"134","Leonard Hankerson","FA","WR","1.0","1","1.0"
"134","Rob Bironas","FA","K","1.0","1","1.0"
"134","Brandon Myers","FA","TE","1.0","1","1.0"
"135","Daryl Richardson","FA","RB","0.9","1","0.9"
"135","Arian Foster","FA","RB","0.9","1","0.9"
"135","Tony Gonzalez","FA","TE","0.9","1","0.9"
"135","Ed Dickson","SEA","TE","0.9","1","0.9"
"135","John Kuhn","FA","RB","0.9","1","0.9"
"136","LaRon Byrd","FA","WR","0.8","1","0.8"
"136","James Hanna","FA","TE","0.8","1","0.8"
"136","Alfonso Smith","FA","RB","0.8","1","0.8"
"136","Taylor Thompson","FA","TE","0.8","1","0.8"
"136","Daniel Fells","FA","TE","0.8","1","0.8"
"136","Anthony Dixon","FA","RB","0.8","1","0.8"
"136","Chris Cooley","FA","TE","0.8","1","0.8"
"136","Erik Lorig","FA","RB","0.8","1","0.8"
"137","Joe McKnight","FA","RB","0.7","1","0.7"
"137","Craig Stevens","FA","TE","0.7","1","0.7"
"137","Jacoby Jones","FA","WR","0.7","1","0.7"
"137","Jerrel Jernigan","FA","WR","0.7","1","0.7"
"137","Josh Gordon","NE","WR","0.7","1","0.7"
"138","Harry Douglas","FA","WR","0.6","1","0.6"
"138","Logan Paulsen","HOU","TE","0.6","1","0.6"
"138","Ryan Whalen","FA","WR","0.6","1","0.6"
"138","DeVier Posey","FA","WR","0.6","1","0.6"
"138","James Casey","FA","TE","0.6","1","0.6"
"138","Greg Jones","FA","RB","0.6","1","0.6"
"139","Louis Murphy","FA","WR","0.5","1","0.5"
"139","Brian Robiskie","FA","WR","0.5","1","0.5"
"140","Shaun Draughn","FA","RB","0.4","1","0.4"
"140","Kevin Smith","FA","RB","0.4","1","0.4"
"140","Justin Forsett","FA","RB","0.4","1","0.4"
"141","Jim Dray","FA","TE","0.3","1","0.3"
"141","Brandon Bolden","NE","RB","0.3","1","0.3"
"141","Curtis Brinkley","FA","RB","0.3","1","0.3"
"141","Brad Smelley","FA","TE","0.3","1","0.3"
"142","Coby Fleener","FA","TE","0.2","1","0.2"
"142","Chris Ogbonnaya","FA","RB","0.2","1","0.2"
"143","Graham Harrell","FA","QB","0.1","1","0.1"
"143","Michael Robinson","FA","RB","0.1","1","0.1"
"143","Jeff King","FA","TE","0.1","1","0.1"
"143","Matt Asiata","FA","RB","0.1","1","0.1"
"144","Owen Marecic","FA","RB","0.0","1","0.0"
"144","Lee Smith","BUF","TE","0.0","1","0.0"
"144","Jeremy Ross","FA","WR","0.0","1","0.0"
"144","Josh Cooper","FA","WR","0.0","1","0.0"
"144","Mike Brown","FA","WR","0.0","1","0.0"
"144","Aldrick Robinson","FA","WR","0.0","1","0.0"
"144","Orson Charles","FA","TE","0.0","1","0.0"
"144","Michael Egnew","FA","TE","0.0","1","0.0"
"144","Jarrett Boykin","FA","WR","0.0","1","0.0"
"144","Richard Gordon","FA","TE","0.0","1","0.0"
"144","Virgil Green","LAC","TE","0.0","1","0.0"
"144","Anthony Sherman","KC","RB","0.0","1","0.0"
"144","Lance Dunbar","FA","RB","0.0","1","0.0"
"144","Greg Scruggs","FA","TE","0.0","1","0.0"
"144","Taiwan Jones","HOU","RB","0.0","1","0.0"
"144","LaVon Brazill","FA","WR","0.0","1","0.0"
"144","Kevin Cone","FA","WR","0.0","1","0.0"
"144","David Paulson","FA","TE","0.0","1","0.0"
"144","Rhett Ellison","NYG","TE","0.0","1","0.0"
"144","Keshawn Martin","FA","WR","0.0","1","0.0"
"144","Evan Rodriguez","FA","RB","0.0","1","0.0"
"144","Marcus Thigpen","FA","WR","0.0","1","0.0"
"144","Will Johnson","FA","RB","0.0","1","0.0"
"144","Mike McNeill","FA","TE","0.0","1","0.0"
"144","Drew Davis","FA","WR","0.0","1","0.0"
"144","Mario Harvey","FA","RB","0.0","1","0.0"
"144","LaQuan Williams","FA","WR","0.0","1","0.0"
"144","Richie Brockel","FA","TE","0.0","1","0.0"
"144","Mike Higgins","FA","TE","0.0","1","0.0"
"144","Josh Bellamy","NYJ","WR","0.0","1","0.0"
"144","Will Tukuafu","FA","RB","0.0","1","0.0"
"144","Steve Maneri","FA","TE","0.0","1","0.0"
"144","Tyler Clutts","FA","RB","0.0","1","0.0"
"144","Trindon Holliday","FA","WR","0.0","1","0.0"
"144","Kyle Adams","FA","TE","0.0","1","0.0"
"144","Kamar Aiken","FA","WR","0.0","1","0.0"
"144","Jeron Mastrud","FA","TE","0.0","1","0.0"
"144","Brian Quick","FA","WR","0.0","1","0.0"
"144","Shaun Chapas","FA","RB","0.0","1","0.0"
"144","Jeff Cumberland","FA","TE","0.0","1","0.0"
"144","Baron Batch","FA","RB","0.0","1","0.0"
"144","David Ausberry","FA","TE","0.0","1","0.0"
"144","Weslye Saunders","FA","TE","0.0","1","0.0"
"144","Travaris Cadet","FA","RB","0.0","1","0.0"
"144","Marvin McNutt","FA","WR","0.0","1","0.0"
"144","Isaiah Pead","FA","RB","0.0","1","0.0"
"144","Cyrus Gray","FA","RB","0.0","1","0.0"
"144","Lestar Jean","FA","WR","0.0","1","0.0"
"144","Armond Smith","FA","RB","0.0","1","0.0"
"144","Phillip Tanner","FA","RB","0.0","1","0.0"
"144","Joseph Morgan","FA","WR","0.0","1","0.0"
"144","Chris Rainey","FA","RB","0.0","1","0.0"
"144","Brandon Barden","FA","TE","0.0","1","0.0"
"144","Konrad Reuland","FA","TE","0.0","1","0.0"
"144","Jamize Olawale","DAL","RB","0.0","1","0.0"
"144","Kassim Osgood","FA","WR","0.0","1","0.0"
"144","John Phillips","FA","TE","0.0","1","0.0"
"144","John Carlson","FA","TE","0.0","1","0.0"
"144","Jerome Felton","FA","RB","0.0","1","0.0"
"144","Hakeem Nicks","FA","WR","0.0","1","0.0"
"144","Gary Barnidge","FA","TE","0.0","1","0.0"
"144","Evan Moore","FA","TE","0.0","1","0.0"
"144","Matt Willis","FA","WR","0.0","1","0.0"
"144","Matt Slater","NE","WR","0.0","1","0.0"
"144","Lex Hilliard","FA","RB","0.0","1","0.0"
"144","Leonard Pope","FA","TE","0.0","1","0.0"
"144","Leon Washington","FA","RB","0.0","1","0.0"
"144","Le'Ron McClain","FA","RB","0.0","1","0.0"
"144","Lawrence Vickers","FA","RB","0.0","1","0.0"
"144","Lavelle Hawkins","FA","WR","0.0","1","0.0"
"144","Felix Jones","FA","RB","0.0","1","0.0"
"144","Eric Weems","FA","WR","0.0","1","0.0"
"144","Bruce Gradkowski","FA","QB","0.0","1","0.0"
"144","Brian Leonard","FA","RB","0.0","1","0.0"
"144","Brian Jennings","FA","TE","0.0","1","0.0"
"144","Billy Bajema","FA","TE","0.0","1","0.0"
"144","Ben Hartsock","FA","TE","0.0","1","0.0"
"144","Bear Pascoe","FA","TE","0.0","1","0.0"
"144","New York Giants","NYG","DST","0.0","1","0.0"
"144","Dallas Cowboys","DAL","DST","0.0","1","0.0"
"144","Deon Butler","FA","WR","0.0","1","0.0"
"144","Donald Driver","FA","WR","0.0","1","0.0"
"144","Devin Hester","FA","WR","0.0","1","0.0"
"144","Devin Aromashodu","FA","WR","0.0","1","0.0"
"144","Devery Henderson","FA","WR","0.0","1","0.0"
"144","Chase Daniel","CHI","QB","0.0","1","0.0"
"144","Darius Reynaud","FA","RB","0.0","1","0.0"
"144","Dante Rosario","FA","TE","0.0","1","0.0"
"144","Danny Ware","FA","RB","0.0","1","0.0"
"144","Courtney Roby","FA","WR","0.0","1","0.0"
"144","Corey McIntyre","FA","RB","0.0","1","0.0"
"144","Matthew Mulligan","FA","TE","0.0","1","0.0"
"144","Matt Spaeth","FA","TE","0.0","1","0.0"
"144","Lance Ball","FA","RB","0.0","1","0.0"
"144","John Conner","FA","RB","0.0","1","0.0"
"144","Kregg Lumpkin","FA","RB","0.0","1","0.0"
"144","David Reed","FA","WR","0.0","1","0.0"
"144","Cedric Peerman","FA","RB","0.0","1","0.0"
"144","Ryan Torain","FA","RB","0.0","1","0.0"
"144","Nate Byham","FA","TE","0.0","1","0.0"
"144","Rob Housler","FA","TE","0.0","1","0.0"
"144","Shane Vereen","FA","RB","0.0","1","0.0"
"144","Keith Toston","FA","RB","0.0","1","0.0"
"144","Darrel Young","FA","RB","0.0","1","0.0"
"144","Marlon Moore","FA","WR","0.0","1","0.0"
"144","Antone Smith","FA","RB","0.0","1","0.0"
"144","LeGarrette Blount","FA","RB","0.0","1","0.0"
"144","Roscoe Parrish","FA","WR","0.0","1","0.0"
"144","Robert Meachem","FA","WR","0.0","1","0.0"
"144","Randy McMichael","FA","TE","0.0","1","0.0"
"144","Quinn Johnson","FA","RB","0.0","1","0.0"
"144","Mike Cox","FA","RB","0.0","1","0.0"
"144","Micheal Spurlock","FA","WR","0.0","1","0.0"
"144","Deji Karim","FA","RB","0.0","1","0.0"
"144","Armanti Edwards","FA","WR","0.0","1","0.0"
"144","Zach Potter","FA","TE","0.0","1","0.0"
"144","Vonta Leach","FA","RB","0.0","1","0.0"
"144","Jorvorskie Lane","FA","RB","0.0","1","0.0"
"144","Terrance Copper","FA","WR","0.0","1","0.0"
"144","Ted Ginn","NO","WR","0.0","1","0.0"
"145","Bruce Miller","FA","TE","-0.1","1","-0.1"
"145","Brock Osweiler","FA","QB","-0.1","1","-0.1"
"146","Alex Smith","FA","TE","-0.2","1","-0.2"
"147","Matt Flynn","FA","QB","-0.3","1","-0.3"
"147","Tyrod Taylor","LAC","QB","-0.3","1","-0.3"
"147","Tashard Choice","FA","RB","-0.3","1","-0.3"
"148","San Francisco 49ers","SF","DST","-1.0","1","-1.0"
"149","Joe Adams","FA","WR","-1.5","1","-1.5"
"149","Danny Amendola","DET","WR","-1.5","1","-1.5"
"150","Josh Cribbs","FA","WR","-1.7","1","-1.7"
"150","Chris Beanie Wells","FA","RB","-1.7","1","-1.7"
"151","Mario Manningham","FA","WR","-2.0","1","-2.0"
"152","T.J. Yates","FA","QB","-2.2","1","-2.2"
"153","Tennessee Titans","TEN","DST","-3.0","1","-3.0"
""
""
