"Rank","Player","Team","Position","Points","Games","Avg"
"84","Matt Forte","FA","RB","8.0","1","8.0"
"84","Pittsburgh Steelers","PIT","DST","8.0","1","8.0"
"84","Adrian Peterson","WAS","RB","8.0","1","8.0"
"85","Heath Miller","FA","TE","7.9","1","7.9"
"85","Anthony Fasano","FA","TE","7.9","1","7.9"
"85","Shaun Draughn","FA","RB","7.9","1","7.9"
"86","Brandon Pettigrew","FA","TE","7.8","1","7.8"
"87","DeMarco Murray","FA","RB","7.5","1","7.5"
"87","Matt Schaub","ATL","QB","7.5","1","7.5"
"87","Peyton Manning","FA","QB","7.5","1","7.5"
"88","Matthew Mulligan","FA","TE","7.4","1","7.4"
"89","Joique Bell","FA","RB","7.3","1","7.3"
"90","Vonta Leach","FA","RB","7.1","1","7.1"
"90","Peyton Hillis","FA","RB","7.1","1","7.1"
"91","Kevin Smith","FA","RB","7.0","1","7.0"
"91","Sebastian Janikowski","FA","K","7.0","1","7.0"
"92","Chris Beanie Wells","FA","RB","6.8","1","6.8"
"93","Denarius Moore","FA","WR","6.7","1","6.7"
"93","Michael Crabtree","ARI","WR","6.7","1","6.7"
"93","Stephen Burton","FA","WR","6.7","1","6.7"
"94","Armon Binns","FA","WR","6.6","1","6.6"
"94","Curtis Brinkley","FA","RB","6.6","1","6.6"
"94","Blaine Gabbert","TB","QB","6.6","1","6.6"
"95","Dennis Pitta","FA","TE","6.5","1","6.5"
"96","Dwayne Allen","FA","TE","6.3","1","6.3"
"97","Todd Heap","FA","TE","6.2","1","6.2"
"97","Andre Roberts","BUF","WR","6.2","1","6.2"
"97","Jon Baldwin","FA","WR","6.2","1","6.2"
"98","Los Angeles Chargers","LAC","DST","6.0","1","6.0"
"98","Alex Henery","FA","K","6.0","1","6.0"
"98","Miami Dolphins","MIA","DST","6.0","1","6.0"
"98","Philadelphia Eagles","PHI","DST","6.0","1","6.0"
"98","New York Giants","NYG","DST","6.0","1","6.0"
"98","Brandon Lloyd","FA","WR","6.0","1","6.0"
"99","Jason Witten","DAL","TE","5.8","1","5.8"
"99","Steven Jackson","FA","RB","5.8","1","5.8"
"100","Mario Manningham","FA","WR","5.7","1","5.7"
"101","Michael Bush","FA","RB","5.4","1","5.4"
"102","Chris Ogbonnaya","FA","RB","5.3","1","5.3"
"102","Eric Decker","FA","WR","5.3","1","5.3"
"103","Torrey Smith","FA","WR","5.1","1","5.1"
"104","Dan Carpenter","FA","K","5.0","1","5.0"
"104","Ryan Succop","TEN","K","5.0","1","5.0"
"104","Robbie Gould","SF","K","5.0","1","5.0"
"104","Rian Lindell","FA","K","5.0","1","5.0"
"104","Josh Morgan","FA","WR","5.0","1","5.0"
"104","Detroit Lions","DET","DST","5.0","1","5.0"
"104","Julian Edelman","NE","WR","5.0","1","5.0"
"104","Justin Medlock","FA","K","5.0","1","5.0"
"105","Marques Colston","FA","WR","4.9","1","4.9"
"105","Laurent Robinson","FA","WR","4.9","1","4.9"
"106","Randall Cobb","DAL","WR","4.8","1","4.8"
"107","Jeremy Kerley","FA","WR","4.7","1","4.7"
"107","Owen Daniels","FA","TE","4.7","1","4.7"
"108","Craig Stevens","FA","TE","4.6","1","4.6"
"109","Damian Williams","FA","WR","4.5","1","4.5"
"109","Donald Brown","FA","RB","4.5","1","4.5"
"110","Davone Bess","FA","WR","4.3","1","4.3"
"110","Michael Jenkins","FA","WR","4.3","1","4.3"
"111","Darrius Heyward-Bey","FA","WR","4.1","1","4.1"
"111","Darren McFadden","FA","RB","4.1","1","4.1"
"112","Aldrick Robinson","FA","WR","4.0","1","4.0"
"112","Los Angeles Rams","LAR","DST","4.0","1","4.0"
"112","Rob Bironas","FA","K","4.0","1","4.0"
"112","Jonathan Dwyer","FA","RB","4.0","1","4.0"
"112","Nick Folk","FA","K","4.0","1","4.0"
"113","Robert Turbin","FA","RB","3.9","1","3.9"
"113","Steve Smith","FA","WR","3.9","1","3.9"
"114","Golden Tate","NYG","WR","3.8","1","3.8"
"115","Jermaine Gresham","FA","TE","3.7","1","3.7"
"115","Tashard Choice","FA","RB","3.7","1","3.7"
"116","Justin Forsett","FA","RB","3.5","1","3.5"
"117","Ronnie Brown","FA","RB","3.4","1","3.4"
"117","Kevin Walter","FA","WR","3.4","1","3.4"
"118","Emmanuel Sanders","DEN","WR","3.3","1","3.3"
"118","Dallas Clark","FA","TE","3.3","1","3.3"
"118","Sidney Rice","FA","WR","3.3","1","3.3"
"118","Jason Avant","FA","WR","3.3","1","3.3"
"118","Bilal Powell","NYJ","RB","3.3","1","3.3"
"119","Dexter McCluster","FA","RB","3.2","1","3.2"
"119","Toby Gerhart","FA","RB","3.2","1","3.2"
"120","Kevin Ogletree","FA","WR","3.1","1","3.1"
"120","Ladarius Green","FA","TE","3.1","1","3.1"
"120","David Ausberry","FA","TE","3.1","1","3.1"
"121","Danny Woodhead","FA","RB","3.0","1","3.0"
"121","Lance Moore","FA","WR","3.0","1","3.0"
"121","Billy Cundiff","FA","K","3.0","1","3.0"
"121","Alex Smith","FA","TE","3.0","1","3.0"
"121","New York Jets","NYJ","DST","3.0","1","3.0"
"121","Matt Prater","DET","K","3.0","1","3.0"
"122","Randy McMichael","FA","TE","2.9","1","2.9"
"122","Kevin Boss","FA","TE","2.9","1","2.9"
"123","Chris Johnson","FA","RB","2.8","1","2.8"
"124","Harry Douglas","FA","WR","2.7","1","2.7"
"124","Brandon Stokley","FA","WR","2.7","1","2.7"
"124","Benjamin Watson","NE","TE","2.7","1","2.7"
"125","Will Johnson","FA","RB","2.6","1","2.6"
"126","Lance Kendricks","NE","TE","2.5","1","2.5"
"127","Ramses Barden","FA","WR","2.4","1","2.4"
"127","John Kuhn","FA","RB","2.4","1","2.4"
"127","Kendall Hunter","FA","RB","2.4","1","2.4"
"127","Brandon Marshall","FA","WR","2.4","1","2.4"
"128","Shonn Greene","FA","RB","2.3","1","2.3"
"128","Ed Dickson","SEA","TE","2.3","1","2.3"
"128","Jared Cook","NO","TE","2.3","1","2.3"
"129","Jay Cutler","FA","QB","2.2","1","2.2"
"129","Jamaal Charles","FA","RB","2.2","1","2.2"
"129","Tim Tebow","FA","QB","2.2","1","2.2"
"130","Early Doucet","FA","WR","2.1","1","2.1"
"130","Earl Bennett","FA","WR","2.1","1","2.1"
"130","Felix Jones","FA","RB","2.1","1","2.1"
"130","LaRod Stephens-Howling","FA","RB","2.1","1","2.1"
"130","Andre Johnson","FA","WR","2.1","1","2.1"
"130","Brad Smith","FA","WR","2.1","1","2.1"
"130","Lance Ball","FA","RB","2.1","1","2.1"
"131","Tennessee Titans","TEN","DST","2.0","1","2.0"
"131","Minnesota Vikings","MIN","DST","2.0","1","2.0"
"131","Nate Washington","FA","WR","2.0","1","2.0"
"131","Dallas Cowboys","DAL","DST","2.0","1","2.0"
"132","Le'Ron McClain","FA","RB","1.9","1","1.9"
"132","Damaris Johnson","FA","WR","1.9","1","1.9"
"132","Devin Aromashodu","FA","WR","1.9","1","1.9"
"132","Clay Harbor","FA","TE","1.9","1","1.9"
"132","Rod Streater","FA","WR","1.9","1","1.9"
"133","James Casey","FA","TE","1.8","1","1.8"
"133","Eddie Royal","FA","WR","1.8","1","1.8"
"134","Marcel Reece","FA","RB","1.7","1","1.7"
"134","Dez Bryant","FA","WR","1.7","1","1.7"
"135","Nate Burleson","FA","WR","1.6","1","1.6"
"135","Ahmad Bradshaw","FA","RB","1.6","1","1.6"
"135","Coby Fleener","FA","TE","1.6","1","1.6"
"135","Joel Dreessen","FA","TE","1.6","1","1.6"
"135","John Phillips","FA","TE","1.6","1","1.6"
"136","Fred Davis","FA","TE","1.5","1","1.5"
"136","Travis Benjamin","LAC","WR","1.5","1","1.5"
"136","Julio Jones","ATL","WR","1.5","1","1.5"
"136","T.Y. Hilton","IND","WR","1.5","1","1.5"
"136","Garrett Graham","FA","TE","1.5","1","1.5"
"137","Randy Moss","FA","WR","1.4","1","1.4"
"137","Santana Moss","FA","WR","1.4","1","1.4"
"137","Sammie Stroughter","FA","WR","1.4","1","1.4"
"137","Matt Willis","FA","WR","1.4","1","1.4"
"138","Jacob Tamme","FA","TE","1.3","1","1.3"
"138","Niles Paul","FA","TE","1.3","1","1.3"
"138","Greg Olsen","CAR","TE","1.3","1","1.3"
"138","Vick Ballard","FA","RB","1.3","1","1.3"
"138","Tony Scheffler","FA","TE","1.3","1","1.3"
"138","Jeff Cumberland","FA","TE","1.3","1","1.3"
"139","Joe McKnight","FA","RB","1.2","1","1.2"
"139","Jorvorskie Lane","FA","RB","1.2","1","1.2"
"139","Domenik Hixon","FA","WR","1.2","1","1.2"
"139","Mike Thomas","FA","WR","1.2","1","1.2"
"140","Titus Young","FA","WR","1.1","1","1.1"
"140","Johnny White","FA","RB","1.1","1","1.1"
"140","Evan Royster","FA","RB","1.1","1","1.1"
"140","Leon Washington","FA","RB","1.1","1","1.1"
"141","Derek Hagan","FA","WR","1.0","1","1.0"
"141","Clyde Gates","FA","WR","1.0","1","1.0"
"141","Josh Scobee","FA","K","1.0","1","1.0"
"141","Dan Bailey","MIN","K","1.0","1","1.0"
"141","Denver Broncos","DEN","DST","1.0","1","1.0"
"142","Tony Moeaki","FA","TE","0.9","1","0.9"
"142","Courtney Roby","FA","WR","0.9","1","0.9"
"143","Erik Lorig","FA","RB","0.8","1","0.8"
"143","Henry Hynoski","FA","RB","0.8","1","0.8"
"143","Jason Snelling","FA","RB","0.8","1","0.8"
"143","Doug Baldwin","FA","WR","0.8","1","0.8"
"143","Chris Rainey","FA","RB","0.8","1","0.8"
"144","Alshon Jeffery","PHI","WR","0.7","1","0.7"
"144","Rob Housler","FA","TE","0.7","1","0.7"
"144","Preston Parker","FA","WR","0.7","1","0.7"
"144","Danny Ware","FA","RB","0.7","1","0.7"
"144","Leonard Pope","FA","TE","0.7","1","0.7"
"144","Delanie Walker","TEN","TE","0.7","1","0.7"
"144","Will Heller","FA","TE","0.7","1","0.7"
"144","Trevor Graham","FA","WR","0.7","1","0.7"
"144","Zach Miller","FA","TE","0.7","1","0.7"
"144","Anquan Boldin","FA","WR","0.7","1","0.7"
"144","Bryce Brown","FA","RB","0.7","1","0.7"
"145","Tandon Doss","FA","WR","0.6","1","0.6"
"145","Jerricho Cotchery","FA","WR","0.6","1","0.6"
"145","Jermichael Finley","FA","TE","0.6","1","0.6"
"145","David Wilson","FA","RB","0.6","1","0.6"
"145","Michael Robinson","FA","RB","0.6","1","0.6"
"145","D.J. Williams","FA","TE","0.6","1","0.6"
"145","Mewelde Moore","FA","RB","0.6","1","0.6"
"145","Kealoha Pilares","FA","WR","0.6","1","0.6"
"146","Kenny Britt","FA","WR","0.5","1","0.5"
"146","Joseph Morgan","FA","WR","0.5","1","0.5"
"146","Josh Gordon","NE","WR","0.5","1","0.5"
"146","Stanley Havili","FA","RB","0.5","1","0.5"
"147","Bernard Pierce","FA","RB","0.4","1","0.4"
"147","Larry Fitzgerald","ARI","WR","0.4","1","0.4"
"147","Greg Jones","FA","RB","0.4","1","0.4"
"147","Matt Spaeth","FA","TE","0.4","1","0.4"
"147","Zach Potter","FA","TE","0.4","1","0.4"
"147","Josh Cribbs","FA","WR","0.4","1","0.4"
"148","Jacquizz Rodgers","FA","RB","0.3","1","0.3"
"148","Ryan Williams","FA","RB","0.3","1","0.3"
"149","Alex Green","FA","RB","0.2","1","0.2"
"149","Charles Clay","ARI","TE","0.2","1","0.2"
"149","Lex Hilliard","FA","RB","0.2","1","0.2"
"150","Cedric Peerman","FA","RB","0.1","1","0.1"
"150","Baron Batch","FA","RB","0.1","1","0.1"
"151","Lestar Jean","FA","WR","0.0","1","0.0"
"151","Braylon Edwards","FA","WR","0.0","1","0.0"
"151","Chris Polk","FA","RB","0.0","1","0.0"
"151","Brandon Saine","FA","RB","0.0","1","0.0"
"151","Chase Daniel","CHI","QB","0.0","1","0.0"
"151","Isaiah Pead","FA","RB","0.0","1","0.0"
"151","Justin Blackmon","FA","WR","0.0","1","0.0"
"151","Michael Floyd","FA","WR","0.0","1","0.0"
"151","Chaz Schilens","FA","WR","0.0","1","0.0"
"151","Joe Adams","FA","WR","0.0","1","0.0"
"151","Rueben Randle","FA","WR","0.0","1","0.0"
"151","Jeron Mastrud","FA","TE","0.0","1","0.0"
"151","Trindon Holliday","FA","WR","0.0","1","0.0"
"151","Will Tukuafu","FA","RB","0.0","1","0.0"
"151","Tyler Clutts","FA","RB","0.0","1","0.0"
"151","Richie Brockel","FA","TE","0.0","1","0.0"
"151","Brit Miller","FA","RB","0.0","1","0.0"
"151","Phillip Tanner","FA","RB","0.0","1","0.0"
"151","Brian Leonard","FA","RB","0.0","1","0.0"
"151","Dezmon Briscoe","FA","WR","0.0","1","0.0"
"151","Jed Collins","FA","RB","0.0","1","0.0"
"151","Ruvell Martin","FA","WR","0.0","1","0.0"
"151","Kevin Elliott","FA","WR","0.0","1","0.0"
"151","Dominique Jones","FA","TE","0.0","1","0.0"
"151","Matt Asiata","FA","RB","0.0","1","0.0"
"151","Nate Eachus","FA","RB","0.0","1","0.0"
"151","Jacksonville Jaguars","JAC","DST","0.0","1","0.0"
"151","Tommy Gallarda","FA","TE","0.0","1","0.0"
"151","Kevin Cone","FA","WR","0.0","1","0.0"
"151","Deonte Thompson","FA","WR","0.0","1","0.0"
"151","Marcus Thigpen","FA","WR","0.0","1","0.0"
"151","Danny Noble","FA","TE","0.0","1","0.0"
"151","Brandon Bolden","NE","RB","0.0","1","0.0"
"151","Drew Davis","FA","WR","0.0","1","0.0"
"151","Mario Harvey","FA","RB","0.0","1","0.0"
"151","Stephen Hill","FA","WR","0.0","1","0.0"
"151","Kris Adams","FA","WR","0.0","1","0.0"
"151","Anthony Allen","FA","RB","0.0","1","0.0"
"151","Evan Rodriguez","FA","RB","0.0","1","0.0"
"151","Bear Pascoe","FA","TE","0.0","1","0.0"
"151","Marvin Jones","DET","WR","0.0","1","0.0"
"151","Ben Obomanu","FA","WR","0.0","1","0.0"
"151","Chris Givens","FA","WR","0.0","1","0.0"
"151","Brian Quick","FA","WR","0.0","1","0.0"
"151","Keshawn Martin","FA","WR","0.0","1","0.0"
"151","John Potter","FA","K","0.0","1","0.0"
"151","David Paulson","FA","TE","0.0","1","0.0"
"151","Greg Scruggs","FA","TE","0.0","1","0.0"
"151","Rishard Matthews","FA","WR","0.0","1","0.0"
"151","James Hanna","FA","TE","0.0","1","0.0"
"151","Taylor Thompson","FA","TE","0.0","1","0.0"
"151","Rhett Ellison","NYG","TE","0.0","1","0.0"
"151","Orson Charles","FA","TE","0.0","1","0.0"
"151","Jerome Felton","FA","RB","0.0","1","0.0"
"151","John Carlson","FA","TE","0.0","1","0.0"
"151","Armanti Edwards","FA","WR","0.0","1","0.0"
"151","Anthony Dixon","FA","RB","0.0","1","0.0"
"151","Kassim Osgood","FA","WR","0.0","1","0.0"
"151","Montario Hardesty","FA","RB","0.0","1","0.0"
"151","Arrelious Benn","FA","WR","0.0","1","0.0"
"151","LeGarrette Blount","FA","RB","0.0","1","0.0"
"151","Michael Hoomanawanui","FA","TE","0.0","1","0.0"
"151","Jeff King","FA","TE","0.0","1","0.0"
"151","Mardy Gilyard","FA","WR","0.0","1","0.0"
"151","Owen Schmitt","FA","RB","0.0","1","0.0"
"151","Micheal Spurlock","FA","WR","0.0","1","0.0"
"151","Steve Breaston","FA","WR","0.0","1","0.0"
"151","Stephen Spach","FA","TE","0.0","1","0.0"
"151","Stefan Logan","FA","RB","0.0","1","0.0"
"151","Montell Owens","FA","RB","0.0","1","0.0"
"151","Quinn Johnson","FA","RB","0.0","1","0.0"
"151","Robert Meachem","FA","WR","0.0","1","0.0"
"151","Aaron Hernandez","FA","TE","0.0","1","0.0"
"151","Lavelle Hawkins","FA","WR","0.0","1","0.0"
"151","Lawrence Vickers","FA","RB","0.0","1","0.0"
"151","Legedu Naanee","FA","WR","0.0","1","0.0"
"151","Louis Murphy","FA","WR","0.0","1","0.0"
"151","Lousaka Polite","FA","RB","0.0","1","0.0"
"151","Marcedes Lewis","GB","TE","0.0","1","0.0"
"151","Terrance Copper","FA","WR","0.0","1","0.0"
"151","Matt Slater","NE","WR","0.0","1","0.0"
"151","David Thomas","FA","TE","0.0","1","0.0"
"151","Darius Reynaud","FA","RB","0.0","1","0.0"
"151","Keiland Williams","FA","RB","0.0","1","0.0"
"151","Richard Gordon","FA","TE","0.0","1","0.0"
"151","Dwayne Harris","OAK","WR","0.0","1","0.0"
"151","Jordan Cameron","FA","TE","0.0","1","0.0"
"151","Julius Thomas","FA","TE","0.0","1","0.0"
"151","Chris Pressley","FA","RB","0.0","1","0.0"
"151","Corey McIntyre","FA","RB","0.0","1","0.0"
"151","Anthony Sherman","KC","RB","0.0","1","0.0"
"151","Luke Stocker","ATL","TE","0.0","1","0.0"
"151","Taiwan Jones","HOU","RB","0.0","1","0.0"
"151","Owen Marecic","FA","RB","0.0","1","0.0"
"151","Daniel Graham","FA","TE","0.0","1","0.0"
"151","Cecil Shorts","FA","WR","0.0","1","0.0"
"151","Roy Helu","FA","RB","0.0","1","0.0"
"151","Devin Hester","FA","WR","0.0","1","0.0"
"151","Antone Smith","FA","RB","0.0","1","0.0"
"151","Brandon Banks","FA","WR","0.0","1","0.0"
"151","Chris Gronkowski","FA","RB","0.0","1","0.0"
"151","Michael Palmer","FA","TE","0.0","1","0.0"
"151","Marlon Moore","FA","WR","0.0","1","0.0"
"151","John Conner","FA","RB","0.0","1","0.0"
"151","Jake O'Connell","FA","TE","0.0","1","0.0"
"151","Jalen Parmele","FA","RB","0.0","1","0.0"
"151","Ryan Taylor","FA","TE","0.0","1","0.0"
"151","Bruce Miller","FA","TE","0.0","1","0.0"
"151","Eric Weems","FA","WR","0.0","1","0.0"
"151","Evan Moore","FA","TE","0.0","1","0.0"
"151","Gary Barnidge","FA","TE","0.0","1","0.0"
"151","Richard Goodman","FA","WR","0.0","1","0.0"
"151","Greg Camarillo","FA","WR","0.0","1","0.0"
"151","Logan Paulsen","HOU","TE","0.0","1","0.0"
"151","Kyle Williams","FA","WR","0.0","1","0.0"
"151","Darrel Young","FA","RB","0.0","1","0.0"
"151","Lee Smith","BUF","TE","0.0","1","0.0"
"152","James Jones","FA","WR","-0.1","1","-0.1"
"152","Donald Jones","FA","WR","-0.1","1","-0.1"
"152","Tyler Thigpen","FA","QB","-0.1","1","-0.1"
"153","Armando Allen","FA","RB","-0.3","1","-0.3"
"154","Knowshon Moreno","FA","RB","-0.6","1","-0.6"
"155","Dorin Dickerson","FA","TE","-0.8","1","-0.8"
"156","New Orleans Saints","NO","DST","-1.0","1","-1.0"
"157","Chad Henne","KC","QB","-1.1","1","-1.1"
"158","Oakland Raiders","OAK","DST","-3.0","1","-3.0"
"159","Kansas City Chiefs","KC","DST","-4.0","1","-4.0"
""
""
