"Rank","Player","Team","Position","Points","Games","Avg"
"58","Arizona Cardinals","ARI","DST","12.0","1","12.0"
"58","Miami Dolphins","MIA","DST","12.0","1","12.0"
"58","Los Angeles Rams","LAR","DST","12.0","1","12.0"
"58","Matt Cassel","FA","QB","12.0","1","12.0"
"59","Miles Austin","FA","WR","11.7","1","11.7"
"60","Kendall Hunter","FA","RB","11.6","1","11.6"
"61","Mike Williams","FA","WR","11.5","1","11.5"
"62","Domenik Hixon","FA","WR","11.4","1","11.4"
"63","Blaine Gabbert","TB","QB","11.3","1","11.3"
"64","DeAngelo Williams","FA","RB","11.1","1","11.1"
"65","Colin Kaepernick","FA","QB","11.0","1","11.0"
"65","Brandon Lloyd","FA","WR","11.0","1","11.0"
"65","Robbie Gould","SF","K","11.0","1","11.0"
"66","Brad Smith","FA","WR","10.9","1","10.9"
"66","Wes Welker","FA","WR","10.9","1","10.9"
"67","Brandon Weeden","FA","QB","10.8","1","10.8"
"68","Kendall Wright","FA","WR","10.6","1","10.6"
"68","Cedric Benson","FA","RB","10.6","1","10.6"
"69","Denver Broncos","DEN","DST","10.0","1","10.0"
"69","Matt Hasselbeck","FA","QB","10.0","1","10.0"
"70","Devin Hester","FA","WR","9.8","1","9.8"
"71","Ray Rice","FA","RB","9.6","1","9.6"
"71","James Casey","FA","TE","9.6","1","9.6"
"71","Kealoha Pilares","FA","WR","9.6","1","9.6"
"71","Kyle Orton","FA","QB","9.6","1","9.6"
"72","Marcedes Lewis","GB","TE","9.2","1","9.2"
"73","Mike Nugent","FA","K","9.0","1","9.0"
"73","David Akers","FA","K","9.0","1","9.0"
"73","Carolina Panthers","CAR","DST","9.0","1","9.0"
"74","Craig Stevens","FA","TE","8.4","1","8.4"
"74","Lance Ball","FA","RB","8.4","1","8.4"
"75","Danny Woodhead","FA","RB","8.3","1","8.3"
"75","Demaryius Thomas","NE","WR","8.3","1","8.3"
"76","Ryan Mathews","FA","RB","8.2","1","8.2"
"76","Jorvorskie Lane","FA","RB","8.2","1","8.2"
"77","Carson Palmer","FA","QB","8.1","1","8.1"
"77","DeMarco Murray","FA","RB","8.1","1","8.1"
"78","Maurice Jones-Drew","FA","RB","8.0","1","8.0"
"78","Shayne Graham","FA","K","8.0","1","8.0"
"78","Jason Hanson","FA","K","8.0","1","8.0"
"78","Seattle Seahawks","SEA","DST","8.0","1","8.0"
"78","Garrett Hartley","FA","K","8.0","1","8.0"
"78","Blair Walsh","FA","K","8.0","1","8.0"
"78","Stephen Gostkowski","NE","K","8.0","1","8.0"
"79","Joel Dreessen","FA","TE","7.7","1","7.7"
"79","Ahmad Bradshaw","FA","RB","7.7","1","7.7"
"79","LeGarrette Blount","FA","RB","7.7","1","7.7"
"80","Eddie Royal","FA","WR","7.6","1","7.6"
"80","Jimmy Graham","GB","TE","7.6","1","7.6"
"81","Greg Little","FA","WR","7.5","1","7.5"
"81","Mario Manningham","FA","WR","7.5","1","7.5"
"82","BenJarvus Green-Ellis","FA","RB","7.4","1","7.4"
"82","Joique Bell","FA","RB","7.4","1","7.4"
"83","Denarius Moore","FA","WR","7.1","1","7.1"
"84","Steven Hauschka","BUF","K","7.0","1","7.0"
"84","Jay Feely","FA","K","7.0","1","7.0"
"84","Fred Davis","FA","TE","7.0","1","7.0"
"85","Greg Jennings","FA","WR","6.9","1","6.9"
"85","Alex Smith","WAS","QB","6.9","1","6.9"
"86","Steven Jackson","FA","RB","6.7","1","6.7"
"86","Brandon Pettigrew","FA","TE","6.7","1","6.7"
"86","Reggie Bush","FA","RB","6.7","1","6.7"
"86","Lance Moore","FA","WR","6.7","1","6.7"
"87","Sam Bradford","FA","QB","6.6","1","6.6"
"87","Bear Pascoe","FA","TE","6.6","1","6.6"
"87","Randall Cobb","DAL","WR","6.6","1","6.6"
"88","Tony Romo","FA","QB","6.3","1","6.3"
"88","Ronnie Hillman","FA","RB","6.3","1","6.3"
"89","Kellen Davis","FA","TE","6.2","1","6.2"
"89","Josh Morgan","FA","WR","6.2","1","6.2"
"90","Chris Pressley","FA","RB","6.1","1","6.1"
"91","Sebastian Janikowski","FA","K","6.0","1","6.0"
"91","Cleveland Browns","CLE","DST","6.0","1","6.0"
"91","Dan Carpenter","FA","K","6.0","1","6.0"
"91","Detroit Lions","DET","DST","6.0","1","6.0"
"91","New York Giants","NYG","DST","6.0","1","6.0"
"91","Philadelphia Eagles","PHI","DST","6.0","1","6.0"
"92","Nate Burleson","FA","WR","5.9","1","5.9"
"92","Fred Jackson","FA","RB","5.9","1","5.9"
"92","Antonio Gates","FA","TE","5.9","1","5.9"
"93","Robert Turbin","FA","RB","5.8","1","5.8"
"93","Jacquizz Rodgers","FA","RB","5.8","1","5.8"
"94","Leonard Hankerson","FA","WR","5.7","1","5.7"
"94","Brent Celek","FA","TE","5.7","1","5.7"
"95","Jordan Norwood","FA","WR","5.6","1","5.6"
"95","Andre Johnson","FA","WR","5.6","1","5.6"
"96","Calvin Johnson","FA","WR","5.4","1","5.4"
"96","Jermichael Finley","FA","TE","5.4","1","5.4"
"96","Marcel Reece","FA","RB","5.4","1","5.4"
"97","Benjamin Watson","NE","TE","5.2","1","5.2"
"97","Chris Givens","FA","WR","5.2","1","5.2"
"98","Tony Gonzalez","FA","TE","5.1","1","5.1"
"99","Atlanta Falcons","ATL","DST","5.0","1","5.0"
"99","Ronnie Brown","FA","RB","5.0","1","5.0"
"99","Justin Tucker","BAL","K","5.0","1","5.0"
"99","Jerome Simpson","FA","WR","5.0","1","5.0"
"99","Jon Baldwin","FA","WR","5.0","1","5.0"
"100","Matt Forte","FA","RB","4.9","1","4.9"
"100","Christian Ponder","FA","QB","4.9","1","4.9"
"101","Bernard Pierce","FA","RB","4.8","1","4.8"
"101","Jonathan Stewart","FA","RB","4.8","1","4.8"
"101","Rob Housler","FA","TE","4.8","1","4.8"
"101","Cedric Peerman","FA","RB","4.8","1","4.8"
"101","Justin Blackmon","FA","WR","4.8","1","4.8"
"102","Jermaine Gresham","FA","TE","4.7","1","4.7"
"103","Chaz Schilens","FA","WR","4.5","1","4.5"
"104","Nate Washington","FA","WR","4.3","1","4.3"
"104","Mikel Leshoure","FA","RB","4.3","1","4.3"
"105","Doug Martin","FA","RB","4.2","1","4.2"
"105","Steve Smith","FA","WR","4.2","1","4.2"
"106","Sidney Rice","FA","WR","4.1","1","4.1"
"107","New Orleans Saints","NO","DST","4.0","1","4.0"
"107","Dan Bailey","MIN","K","4.0","1","4.0"
"107","Dallas Cowboys","DAL","DST","4.0","1","4.0"
"107","Mason Crosby","GB","K","4.0","1","4.0"
"107","Darrel Young","FA","RB","4.0","1","4.0"
"107","Billy Cundiff","FA","K","4.0","1","4.0"
"107","Rian Lindell","FA","K","4.0","1","4.0"
"107","Lawrence Tynes","FA","K","4.0","1","4.0"
"107","Justin Medlock","FA","K","4.0","1","4.0"
"107","Jacksonville Jaguars","JAC","DST","4.0","1","4.0"
"107","Josh Scobee","FA","K","4.0","1","4.0"
"108","Tandon Doss","FA","WR","3.9","1","3.9"
"108","Andrew Hawkins","FA","WR","3.9","1","3.9"
"108","Tiquan Underwood","FA","WR","3.9","1","3.9"
"109","Jacob Tamme","FA","TE","3.8","1","3.8"
"109","Darren McFadden","FA","RB","3.8","1","3.8"
"110","Michael Bush","FA","RB","3.7","1","3.7"
"111","Ramses Barden","FA","WR","3.6","1","3.6"
"111","Jared Cook","NO","TE","3.6","1","3.6"
"111","Dorin Dickerson","FA","TE","3.6","1","3.6"
"112","Michael Floyd","FA","WR","3.5","1","3.5"
"113","Shonn Greene","FA","RB","3.4","1","3.4"
"113","Trevor Graham","FA","WR","3.4","1","3.4"
"113","Percy Harvin","FA","WR","3.4","1","3.4"
"114","Santana Moss","FA","WR","3.3","1","3.3"
"115","Zach Miller","FA","TE","3.2","1","3.2"
"115","Alshon Jeffery","PHI","WR","3.2","1","3.2"
"115","Brandon Stokley","FA","WR","3.2","1","3.2"
"116","Early Doucet","FA","WR","3.1","1","3.1"
"116","Delanie Walker","TEN","TE","3.1","1","3.1"
"117","Anthony Fasano","FA","TE","3.0","1","3.0"
"117","Julio Jones","ATL","WR","3.0","1","3.0"
"117","Niles Paul","FA","TE","3.0","1","3.0"
"117","Washington Redskins","WAS","DST","3.0","1","3.0"
"117","Jason Avant","FA","WR","3.0","1","3.0"
"118","Juron Criner","FA","WR","2.9","1","2.9"
"118","Daryl Richardson","FA","RB","2.9","1","2.9"
"119","Brandon Gibson","FA","WR","2.8","1","2.8"
"119","Vernon Davis","WAS","TE","2.8","1","2.8"
"119","Kevin Ogletree","FA","WR","2.8","1","2.8"
"120","Travis Benjamin","LAC","WR","2.6","1","2.6"
"120","Shaun Draughn","FA","RB","2.6","1","2.6"
"120","Ryan Williams","FA","RB","2.6","1","2.6"
"121","Vonta Leach","FA","RB","2.5","1","2.5"
"121","Greg Jones","FA","RB","2.5","1","2.5"
"122","Malcom Floyd","FA","WR","2.3","1","2.3"
"122","Stevie Johnson","FA","WR","2.3","1","2.3"
"122","Arrelious Benn","FA","WR","2.3","1","2.3"
"123","Jeff King","FA","TE","2.2","1","2.2"
"123","Mike Tolbert","FA","RB","2.2","1","2.2"
"123","Brandon Myers","FA","TE","2.2","1","2.2"
"123","Lance Kendricks","NE","TE","2.2","1","2.2"
"123","Titus Young","FA","WR","2.2","1","2.2"
"123","Stanley Havili","FA","RB","2.2","1","2.2"
"123","Austin Pettis","FA","WR","2.2","1","2.2"
"124","New York Jets","NYJ","DST","2.0","1","2.0"
"124","Phillip Tanner","FA","RB","2.0","1","2.0"
"124","Ryan Succop","TEN","K","2.0","1","2.0"
"124","Tampa Bay Buccaneers","TB","DST","2.0","1","2.0"
"124","Anthony McCoy","FA","TE","2.0","1","2.0"
"124","Green Bay Packers","GB","DST","2.0","1","2.0"
"124","Pierre Garcon","FA","WR","2.0","1","2.0"
"124","Rob Bironas","FA","K","2.0","1","2.0"
"125","Brian Quick","FA","WR","1.9","1","1.9"
"125","Evan Royster","FA","RB","1.9","1","1.9"
"125","Keshawn Martin","FA","WR","1.9","1","1.9"
"125","Laurent Robinson","FA","WR","1.9","1","1.9"
"126","Daniel Fells","FA","TE","1.8","1","1.8"
"126","Derek Hagan","FA","WR","1.8","1","1.8"
"126","Russell Wilson","SEA","QB","1.8","1","1.8"
"126","Andre Brown","FA","RB","1.8","1","1.8"
"126","Tony Moeaki","FA","TE","1.8","1","1.8"
"126","C.J. Spiller","FA","RB","1.8","1","1.8"
"127","Quinn Johnson","FA","RB","1.7","1","1.7"
"127","Jeff Cumberland","FA","TE","1.7","1","1.7"
"127","Mike Goodson","FA","RB","1.7","1","1.7"
"127","Jacoby Jones","FA","WR","1.7","1","1.7"
"128","Tony Scheffler","FA","TE","1.6","1","1.6"
"128","Tom Crabtree","FA","TE","1.6","1","1.6"
"128","Toby Gerhart","FA","RB","1.6","1","1.6"
"128","Damaris Johnson","FA","WR","1.6","1","1.6"
"128","Josh Gordon","NE","WR","1.6","1","1.6"
"128","Anthony Dixon","FA","RB","1.6","1","1.6"
"128","Brian Leonard","FA","RB","1.6","1","1.6"
"129","Danny Ware","FA","RB","1.5","1","1.5"
"129","Dallas Clark","FA","TE","1.5","1","1.5"
"129","Michael Crabtree","ARI","WR","1.5","1","1.5"
"129","Cyrus Gray","FA","RB","1.5","1","1.5"
"129","Tashard Choice","FA","RB","1.5","1","1.5"
"129","Jordan Cameron","FA","TE","1.5","1","1.5"
"130","Andre Caldwell","FA","WR","1.4","1","1.4"
"130","Bruce Miller","FA","TE","1.4","1","1.4"
"130","Cole Beasley","BUF","WR","1.4","1","1.4"
"130","Ben Tate","FA","RB","1.4","1","1.4"
"130","Javon Ringer","FA","RB","1.4","1","1.4"
"131","Pierre Thomas","FA","RB","1.3","1","1.3"
"131","Felix Jones","FA","RB","1.3","1","1.3"
"131","Lamar Miller","HOU","RB","1.3","1","1.3"
"132","Steve Breaston","FA","WR","1.2","1","1.2"
"132","Armanti Edwards","FA","WR","1.2","1","1.2"
"132","Jeremy Kerley","FA","WR","1.2","1","1.2"
"132","Kahlil Bell","GB","RB","1.2","1","1.2"
"132","Jed Collins","FA","RB","1.2","1","1.2"
"133","Bilal Powell","NYJ","RB","1.1","1","1.1"
"134","Orson Charles","FA","TE","1.0","1","1.0"
"134","Mark Ingram","BAL","RB","1.0","1","1.0"
"134","Kansas City Chiefs","KC","DST","1.0","1","1.0"
"134","Devery Henderson","FA","WR","1.0","1","1.0"
"134","Buffalo Bills","BUF","DST","1.0","1","1.0"
"134","Doug Baldwin","FA","WR","1.0","1","1.0"
"134","Daniel Thomas","FA","RB","1.0","1","1.0"
"134","Rashad Jennings","FA","RB","1.0","1","1.0"
"135","David Ausberry","FA","TE","0.9","1","0.9"
"135","Mike Thomas","FA","WR","0.9","1","0.9"
"135","Kyle Williams","FA","WR","0.9","1","0.9"
"135","Santonio Holmes","FA","WR","0.9","1","0.9"
"136","Chris Ogbonnaya","FA","RB","0.8","1","0.8"
"136","Kevin Walter","FA","WR","0.8","1","0.8"
"136","Kyle Rudolph","MIN","TE","0.8","1","0.8"
"136","Johnny White","FA","RB","0.8","1","0.8"
"136","Cecil Shorts","FA","WR","0.8","1","0.8"
"136","William Powell","FA","RB","0.8","1","0.8"
"136","Louis Murphy","FA","WR","0.8","1","0.8"
"137","Golden Tate","NYG","WR","0.7","1","0.7"
"137","Clay Harbor","FA","TE","0.7","1","0.7"
"137","Andre Holmes","FA","WR","0.7","1","0.7"
"137","Jeremy Maclin","FA","WR","0.7","1","0.7"
"137","Ted Ginn","NO","WR","0.7","1","0.7"
"138","Harry Douglas","FA","WR","0.6","1","0.6"
"138","Dexter McCluster","FA","RB","0.6","1","0.6"
"138","David Thomas","FA","TE","0.6","1","0.6"
"138","Damian Williams","FA","WR","0.6","1","0.6"
"139","John Kuhn","FA","RB","0.5","1","0.5"
"139","Lavelle Hawkins","FA","WR","0.5","1","0.5"
"139","Luke Stocker","ATL","TE","0.5","1","0.5"
"139","Marvin Jones","DET","WR","0.5","1","0.5"
"139","Bryce Brown","FA","RB","0.5","1","0.5"
"139","Shane Vereen","FA","RB","0.5","1","0.5"
"139","Kevin Elliott","FA","WR","0.5","1","0.5"
"139","Keiland Williams","FA","RB","0.5","1","0.5"
"139","Jason Snelling","FA","RB","0.5","1","0.5"
"140","Henry Hynoski","FA","RB","0.4","1","0.4"
"140","Tim Tebow","FA","QB","0.4","1","0.4"
"140","Michael Jenkins","FA","WR","0.4","1","0.4"
"141","Donald Driver","FA","WR","0.3","1","0.3"
"142","Leon Washington","FA","RB","0.2","1","0.2"
"142","Le'Ron McClain","FA","RB","0.2","1","0.2"
"142","Martellus Bennett","FA","TE","0.2","1","0.2"
"143","Mark Sanchez","FA","QB","0.1","1","0.1"
"144","Tyrod Taylor","LAC","QB","0.0","1","0.0"
"144","Kyle Adams","FA","TE","0.0","1","0.0"
"144","Dane Sanzenbacher","FA","WR","0.0","1","0.0"
"144","Tyler Clutts","FA","RB","0.0","1","0.0"
"144","Da'Rel Scott","FA","RB","0.0","1","0.0"
"144","Armon Binns","FA","WR","0.0","1","0.0"
"144","Brandon Saine","FA","RB","0.0","1","0.0"
"144","Lee Smith","BUF","TE","0.0","1","0.0"
"144","Dezmon Briscoe","FA","WR","0.0","1","0.0"
"144","Anthony Allen","FA","RB","0.0","1","0.0"
"144","Richie Brockel","FA","TE","0.0","1","0.0"
"144","Charles Clay","ARI","TE","0.0","1","0.0"
"144","Ryan Taylor","FA","TE","0.0","1","0.0"
"144","Konrad Reuland","FA","TE","0.0","1","0.0"
"144","Dwayne Harris","OAK","WR","0.0","1","0.0"
"144","Deion Branch","IND","WR","0.0","1","0.0"
"144","Jeron Mastrud","FA","TE","0.0","1","0.0"
"144","Kevin Cone","FA","WR","0.0","1","0.0"
"144","Nate Eachus","FA","RB","0.0","1","0.0"
"144","Travaris Cadet","FA","RB","0.0","1","0.0"
"144","Tommy Gallarda","FA","TE","0.0","1","0.0"
"144","Erik Lorig","FA","RB","0.0","1","0.0"
"144","Deonte Thompson","FA","WR","0.0","1","0.0"
"144","Rod Streater","FA","WR","0.0","1","0.0"
"144","John Potter","FA","K","0.0","1","0.0"
"144","Matt Asiata","FA","RB","0.0","1","0.0"
"144","Marcus Thigpen","FA","WR","0.0","1","0.0"
"144","Garrett Celek","SF","TE","0.0","1","0.0"
"144","Drew Davis","FA","WR","0.0","1","0.0"
"144","Danny Noble","FA","TE","0.0","1","0.0"
"144","Alfonso Smith","FA","RB","0.0","1","0.0"
"144","Mohamed Sanu","ATL","WR","0.0","1","0.0"
"144","Chris Polk","FA","RB","0.0","1","0.0"
"144","David Wilson","FA","RB","0.0","1","0.0"
"144","Will Tukuafu","FA","RB","0.0","1","0.0"
"144","Trindon Holliday","FA","WR","0.0","1","0.0"
"144","Armando Allen","FA","RB","0.0","1","0.0"
"144","Rueben Randle","FA","WR","0.0","1","0.0"
"144","DeVier Posey","FA","WR","0.0","1","0.0"
"144","Jake Bequette","FA","TE","0.0","1","0.0"
"144","Terrance Ganaway","FA","RB","0.0","1","0.0"
"144","James Hanna","FA","TE","0.0","1","0.0"
"144","Taylor Thompson","FA","TE","0.0","1","0.0"
"144","Rhett Ellison","NYG","TE","0.0","1","0.0"
"144","Ryan Broyles","FA","WR","0.0","1","0.0"
"144","Anthony Sherman","KC","RB","0.0","1","0.0"
"144","Matt Spaeth","FA","TE","0.0","1","0.0"
"144","Matt Slater","NE","WR","0.0","1","0.0"
"144","Brit Miller","FA","RB","0.0","1","0.0"
"144","Lawrence Vickers","FA","RB","0.0","1","0.0"
"144","Matthew Mulligan","FA","TE","0.0","1","0.0"
"144","Maurice Stovall","FA","WR","0.0","1","0.0"
"144","Randy Moss","FA","WR","0.0","1","0.0"
"144","Randy McMichael","FA","TE","0.0","1","0.0"
"144","Owen Schmitt","FA","RB","0.0","1","0.0"
"144","Nick Folk","FA","K","0.0","1","0.0"
"144","Montell Owens","FA","RB","0.0","1","0.0"
"144","Brandon Tate","FA","WR","0.0","1","0.0"
"144","Micheal Spurlock","FA","WR","0.0","1","0.0"
"144","Braylon Edwards","FA","WR","0.0","1","0.0"
"144","Michael Robinson","FA","RB","0.0","1","0.0"
"144","Dante Rosario","FA","TE","0.0","1","0.0"
"144","Daniel Graham","FA","TE","0.0","1","0.0"
"144","Gary Barnidge","FA","TE","0.0","1","0.0"
"144","Evan Moore","FA","TE","0.0","1","0.0"
"144","Eric Weems","FA","WR","0.0","1","0.0"
"144","Darius Reynaud","FA","RB","0.0","1","0.0"
"144","Devin Aromashodu","FA","WR","0.0","1","0.0"
"144","Jake O'Connell","FA","TE","0.0","1","0.0"
"144","Kevin Smith","FA","RB","0.0","1","0.0"
"144","Chase Daniel","CHI","QB","0.0","1","0.0"
"144","Kassim Osgood","FA","WR","0.0","1","0.0"
"144","Justin Forsett","FA","RB","0.0","1","0.0"
"144","Jalen Parmele","FA","RB","0.0","1","0.0"
"144","John Phillips","FA","TE","0.0","1","0.0"
"144","Jerome Felton","FA","RB","0.0","1","0.0"
"144","Corey McIntyre","FA","RB","0.0","1","0.0"
"144","Courtney Roby","FA","WR","0.0","1","0.0"
"144","Robert Meachem","FA","WR","0.0","1","0.0"
"144","Garrett Graham","FA","TE","0.0","1","0.0"
"144","Brandon Banks","FA","WR","0.0","1","0.0"
"144","Chris Gronkowski","FA","RB","0.0","1","0.0"
"144","John Conner","FA","RB","0.0","1","0.0"
"144","Anthony Armstrong","FA","WR","0.0","1","0.0"
"144","Roscoe Parrish","FA","WR","0.0","1","0.0"
"144","Julius Thomas","FA","TE","0.0","1","0.0"
"144","Taiwan Jones","HOU","RB","0.0","1","0.0"
"144","Owen Marecic","FA","RB","0.0","1","0.0"
"144","Clyde Gates","FA","WR","0.0","1","0.0"
"144","Alex Green","FA","RB","0.0","1","0.0"
"144","Richard Goodman","FA","WR","0.0","1","0.0"
"144","Jake Locker","FA","QB","0.0","1","0.0"
"144","Logan Paulsen","HOU","TE","0.0","1","0.0"
"144","Michael Hoomanawanui","FA","TE","0.0","1","0.0"
"144","Terrance Copper","FA","WR","0.0","1","0.0"
"144","Ben Obomanu","FA","WR","0.0","1","0.0"
"144","Zach Potter","FA","TE","0.0","1","0.0"
"144","Will Heller","FA","TE","0.0","1","0.0"
"144","Tyler Thigpen","FA","QB","0.0","1","0.0"
"144","Mardy Gilyard","FA","WR","0.0","1","0.0"
"144","Stefan Logan","FA","RB","0.0","1","0.0"
"144","Patrick Turner","FA","WR","0.0","1","0.0"
"144","Ben Hartsock","FA","TE","0.0","1","0.0"
"144","Joe McKnight","FA","RB","0.0","1","0.0"
"144","Ed Dickson","SEA","TE","0.0","1","0.0"
"144","Dennis Pitta","FA","TE","0.0","1","0.0"
"144","Brandon LaFell","FA","WR","0.0","1","0.0"
"145","John Carlson","FA","TE","-0.1","1","-0.1"
"145","Legedu Naanee","FA","WR","-0.1","1","-0.1"
"145","Brock Osweiler","FA","QB","-0.1","1","-0.1"
"146","Josh Cribbs","FA","WR","-0.9","1","-0.9"
"147","Oakland Raiders","OAK","DST","-2.0","1","-2.0"
"147","Graham Harrell","FA","QB","-2.0","1","-2.0"
"148","Tennessee Titans","TEN","DST","-4.0","1","-4.0"
""
""
