"Rank","Player","Team","Position","Points","Games","Avg"
"55","Eli Manning","NYG","QB","11.5","1","11.5"
"56","Chris Johnson","FA","RB","11.4","1","11.4"
"57","Mark Sanchez","FA","QB","11.2","1","11.2"
"58","Phil Dawson","FA","K","11.0","1","11.0"
"58","Stephen Gostkowski","NE","K","11.0","1","11.0"
"59","Brandon Stokley","FA","WR","10.8","1","10.8"
"59","LeSean McCoy","KC","RB","10.8","1","10.8"
"60","Marlon Moore","FA","WR","10.6","1","10.6"
"60","Nate Burleson","FA","WR","10.6","1","10.6"
"61","Randall Cobb","DAL","WR","10.2","1","10.2"
"62","Sebastian Janikowski","FA","K","10.0","1","10.0"
"62","Steven Jackson","FA","RB","10.0","1","10.0"
"62","Kai Forbath","FA","K","10.0","1","10.0"
"62","Arizona Cardinals","ARI","DST","10.0","1","10.0"
"63","Daryl Richardson","FA","RB","9.9","1","9.9"
"64","Willis McGahee","FA","RB","9.8","1","9.8"
"64","Anquan Boldin","FA","WR","9.8","1","9.8"
"65","Demaryius Thomas","NE","WR","9.7","1","9.7"
"65","DeMarco Murray","FA","RB","9.7","1","9.7"
"66","Mike Goodson","FA","RB","9.6","1","9.6"
"67","Matt Ryan","ATL","QB","9.5","1","9.5"
"68","Mikel Leshoure","FA","RB","9.4","1","9.4"
"69","Anthony Fasano","FA","TE","9.3","1","9.3"
"69","Ryan Mathews","FA","RB","9.3","1","9.3"
"70","Brandon Gibson","FA","WR","9.1","1","9.1"
"71","Miami Dolphins","MIA","DST","9.0","1","9.0"
"71","Baltimore Ravens","BAL","DST","9.0","1","9.0"
"71","Detroit Lions","DET","DST","9.0","1","9.0"
"71","Aaron Hernandez","FA","TE","9.0","1","9.0"
"71","Green Bay Packers","GB","DST","9.0","1","9.0"
"72","Jason Witten","DAL","TE","8.8","1","8.8"
"73","Baron Batch","FA","RB","8.5","1","8.5"
"73","Derek Hagan","FA","WR","8.5","1","8.5"
"73","Chris Givens","FA","WR","8.5","1","8.5"
"74","Torrey Smith","FA","WR","8.4","1","8.4"
"75","Stephen Hill","FA","WR","8.3","1","8.3"
"75","Cedric Peerman","FA","RB","8.3","1","8.3"
"76","Stevie Johnson","FA","WR","8.2","1","8.2"
"77","Braylon Edwards","FA","WR","8.1","1","8.1"
"77","Tony Scheffler","FA","TE","8.1","1","8.1"
"78","Kansas City Chiefs","KC","DST","8.0","1","8.0"
"78","Shayne Graham","FA","K","8.0","1","8.0"
"78","Los Angeles Chargers","LAC","DST","8.0","1","8.0"
"78","Brandon Lloyd","FA","WR","8.0","1","8.0"
"79","Mario Manningham","FA","WR","7.9","1","7.9"
"80","William Powell","FA","RB","7.8","1","7.8"
"80","Domenik Hixon","FA","WR","7.8","1","7.8"
"81","Andre Johnson","FA","WR","7.5","1","7.5"
"81","Randy Moss","FA","WR","7.5","1","7.5"
"82","Alex Green","FA","RB","7.3","1","7.3"
"83","Joe McKnight","FA","RB","7.1","1","7.1"
"83","Danny Woodhead","FA","RB","7.1","1","7.1"
"83","Kendall Wright","FA","WR","7.1","1","7.1"
"84","Justin Tucker","BAL","K","7.0","1","7.0"
"84","Mike Nugent","FA","K","7.0","1","7.0"
"84","Oakland Raiders","OAK","DST","7.0","1","7.0"
"84","BenJarvus Green-Ellis","FA","RB","7.0","1","7.0"
"84","Connor Barth","FA","K","7.0","1","7.0"
"85","Tiquan Underwood","FA","WR","6.8","1","6.8"
"86","Reggie Wayne","FA","WR","6.7","1","6.7"
"86","Heath Miller","FA","TE","6.7","1","6.7"
"87","Benjamin Watson","NE","TE","6.6","1","6.6"
"87","Darrel Young","FA","RB","6.6","1","6.6"
"87","Ryan Fitzpatrick","MIA","QB","6.6","1","6.6"
"88","Jason Hill","FA","WR","6.5","1","6.5"
"88","Justin Forsett","FA","RB","6.5","1","6.5"
"89","Julio Jones","ATL","WR","6.3","1","6.3"
"90","Brandon Myers","FA","TE","6.2","1","6.2"
"91","Jamie Harper","FA","RB","6.1","1","6.1"
"91","Reggie Bush","FA","RB","6.1","1","6.1"
"91","Rob Gronkowski","FA","TE","6.1","1","6.1"
"92","Steven Hauschka","BUF","K","6.0","1","6.0"
"92","Mason Crosby","GB","K","6.0","1","6.0"
"92","Dan Carpenter","FA","K","6.0","1","6.0"
"92","Malcom Floyd","FA","WR","6.0","1","6.0"
"92","DeSean Jackson","PHI","WR","6.0","1","6.0"
"92","Los Angeles Rams","LAR","DST","6.0","1","6.0"
"92","Nick Novak","FA","K","6.0","1","6.0"
"92","New England Patriots","NE","DST","6.0","1","6.0"
"93","Donnie Avery","FA","WR","5.9","1","5.9"
"94","Joel Dreessen","FA","TE","5.7","1","5.7"
"94","Nate Washington","FA","WR","5.7","1","5.7"
"94","Philip Rivers","LAC","QB","5.7","1","5.7"
"95","Frank Gore","BUF","RB","5.6","1","5.6"
"96","Jared Cook","NO","TE","5.4","1","5.4"
"96","Trent Richardson","FA","RB","5.4","1","5.4"
"97","Matt Schaub","ATL","QB","5.3","1","5.3"
"98","Marshawn Lynch","FA","RB","5.2","1","5.2"
"99","Andrew Luck","FA","QB","5.1","1","5.1"
"100","Matt Prater","DET","K","5.0","1","5.0"
"100","Houston Texans","HOU","DST","5.0","1","5.0"
"100","Rian Lindell","FA","K","5.0","1","5.0"
"100","Pittsburgh Steelers","PIT","DST","5.0","1","5.0"
"100","Nick Folk","FA","K","5.0","1","5.0"
"100","Seattle Seahawks","SEA","DST","5.0","1","5.0"
"101","Robert Turbin","FA","RB","4.8","1","4.8"
"102","Jamaal Charles","FA","RB","4.7","1","4.7"
"102","Golden Tate","NYG","WR","4.7","1","4.7"
"103","Fred Davis","FA","TE","4.6","1","4.6"
"103","Owen Daniels","FA","TE","4.6","1","4.6"
"103","Santana Moss","FA","WR","4.6","1","4.6"
"104","Hakeem Nicks","FA","WR","4.4","1","4.4"
"105","Emmanuel Sanders","DEN","WR","4.3","1","4.3"
"105","Brady Quinn","FA","QB","4.3","1","4.3"
"106","Tony Gonzalez","FA","TE","4.2","1","4.2"
"106","Coby Fleener","FA","TE","4.2","1","4.2"
"106","Josh Morgan","FA","WR","4.2","1","4.2"
"106","Davone Bess","FA","WR","4.2","1","4.2"
"106","Vick Ballard","FA","RB","4.2","1","4.2"
"107","Joique Bell","FA","RB","4.1","1","4.1"
"108","Kyle Williams","FA","WR","4.0","1","4.0"
"108","Ryan Succop","TEN","K","4.0","1","4.0"
"108","Lance Kendricks","NE","TE","4.0","1","4.0"
"108","Greg Zuerlein","LAR","K","4.0","1","4.0"
"108","Tennessee Titans","TEN","DST","4.0","1","4.0"
"108","Cincinnati Bengals","CIN","DST","4.0","1","4.0"
"109","Josh Cooper","FA","WR","3.9","1","3.9"
"109","Michael Turner","FA","RB","3.9","1","3.9"
"109","Dexter McCluster","FA","RB","3.9","1","3.9"
"109","Colin Kaepernick","FA","QB","3.9","1","3.9"
"110","Jordan Cameron","FA","TE","3.8","1","3.8"
"110","Brandon Pettigrew","FA","TE","3.8","1","3.8"
"111","Vernon Davis","WAS","TE","3.7","1","3.7"
"111","Andrew Hawkins","FA","WR","3.7","1","3.7"
"111","Nate Eachus","FA","RB","3.7","1","3.7"
"111","Harry Douglas","FA","WR","3.7","1","3.7"
"112","Ronnie Brown","FA","RB","3.6","1","3.6"
"113","Daniel Fells","FA","TE","3.5","1","3.5"
"113","David Wilson","FA","RB","3.5","1","3.5"
"114","Stevan Ridley","FA","RB","3.4","1","3.4"
"115","Dwayne Allen","FA","TE","3.3","1","3.3"
"115","Brent Celek","FA","TE","3.3","1","3.3"
"115","Dennis Pitta","FA","TE","3.3","1","3.3"
"116","Kendall Hunter","FA","RB","3.2","1","3.2"
"117","Miles Austin","FA","WR","3.1","1","3.1"
"117","Phillip Tanner","FA","RB","3.1","1","3.1"
"117","T.Y. Hilton","IND","WR","3.1","1","3.1"
"118","Robert Meachem","FA","WR","3.0","1","3.0"
"119","Kevin Walter","FA","WR","2.8","1","2.8"
"119","Brandon Bolden","NE","RB","2.8","1","2.8"
"120","Jacob Tamme","FA","TE","2.7","1","2.7"
"120","James Casey","FA","TE","2.7","1","2.7"
"120","Bernard Pierce","FA","RB","2.7","1","2.7"
"121","Michael Crabtree","ARI","WR","2.6","1","2.6"
"122","Alex Smith","WAS","QB","2.5","1","2.5"
"122","Garrett Graham","FA","TE","2.5","1","2.5"
"123","Rod Streater","FA","WR","2.4","1","2.4"
"123","Michael Floyd","FA","WR","2.4","1","2.4"
"123","Jeremy Kerley","FA","WR","2.4","1","2.4"
"123","Keshawn Martin","FA","WR","2.4","1","2.4"
"124","Shaun Draughn","FA","RB","2.3","1","2.3"
"124","Chaz Schilens","FA","WR","2.3","1","2.3"
"124","Leonard Hankerson","FA","WR","2.3","1","2.3"
"125","LaRod Stephens-Howling","FA","RB","2.2","1","2.2"
"125","Eddie Royal","FA","WR","2.2","1","2.2"
"126","Dwayne Bowe","FA","WR","2.1","1","2.1"
"126","Jason Avant","FA","WR","2.1","1","2.1"
"126","Marvin Jones","DET","WR","2.1","1","2.1"
"127","Darrius Heyward-Bey","FA","WR","2.0","1","2.0"
"127","David Akers","FA","K","2.0","1","2.0"
"127","Philadelphia Eagles","PHI","DST","2.0","1","2.0"
"127","San Francisco 49ers","SF","DST","2.0","1","2.0"
"127","Antonio Brown","FA","WR","2.0","1","2.0"
"128","John Phillips","FA","TE","1.9","1","1.9"
"128","Jacquizz Rodgers","FA","RB","1.9","1","1.9"
"128","Jon Baldwin","FA","WR","1.9","1","1.9"
"129","Andre Roberts","BUF","WR","1.8","1","1.8"
"129","Steve Smith","FA","WR","1.8","1","1.8"
"129","Tony Moeaki","FA","TE","1.8","1","1.8"
"129","Riley Cooper","FA","WR","1.8","1","1.8"
"129","Greg Little","FA","WR","1.8","1","1.8"
"130","Rashard Mendenhall","FA","RB","1.7","1","1.7"
"131","Danny Ware","FA","RB","1.6","1","1.6"
"131","Tim Tebow","FA","QB","1.6","1","1.6"
"131","Erik Lorig","FA","RB","1.6","1","1.6"
"131","Rhett Ellison","NYG","TE","1.6","1","1.6"
"132","Bilal Powell","NYJ","RB","1.5","1","1.5"
"132","Jacoby Jones","FA","WR","1.5","1","1.5"
"132","Matthew Mulligan","FA","TE","1.5","1","1.5"
"133","Damian Williams","FA","WR","1.4","1","1.4"
"133","LaVon Brazill","FA","WR","1.4","1","1.4"
"133","Ben Tate","FA","RB","1.4","1","1.4"
"134","Delone Carter","FA","RB","1.3","1","1.3"
"134","Devin Aromashodu","FA","WR","1.3","1","1.3"
"135","Chris Rainey","FA","RB","1.2","1","1.2"
"135","Rob Housler","FA","TE","1.2","1","1.2"
"135","David Ausberry","FA","TE","1.2","1","1.2"
"135","Orson Charles","FA","TE","1.2","1","1.2"
"135","Armon Binns","FA","WR","1.2","1","1.2"
"135","Jorvorskie Lane","FA","RB","1.2","1","1.2"
"135","Jermichael Finley","FA","TE","1.2","1","1.2"
"136","Lance Dunbar","FA","RB","1.1","1","1.1"
"136","Brandon Tate","FA","WR","1.1","1","1.1"
"136","Chris Ogbonnaya","FA","RB","1.1","1","1.1"
"136","Lawrence Vickers","FA","RB","1.1","1","1.1"
"136","James Starks","FA","RB","1.1","1","1.1"
"136","Austin Pettis","FA","WR","1.1","1","1.1"
"136","Toby Gerhart","FA","RB","1.1","1","1.1"
"137","Jeff King","FA","TE","1.0","1","1.0"
"137","Dallas Cowboys","DAL","DST","1.0","1","1.0"
"138","Martellus Bennett","FA","TE","0.9","1","0.9"
"138","Leon Washington","FA","RB","0.9","1","0.9"
"138","Clay Harbor","FA","TE","0.9","1","0.9"
"138","Zach Miller","FA","TE","0.9","1","0.9"
"138","Donald Jones","FA","WR","0.9","1","0.9"
"139","Lousaka Polite","FA","RB","0.8","1","0.8"
"139","David Paulson","FA","TE","0.8","1","0.8"
"139","Charles Clay","ARI","TE","0.8","1","0.8"
"139","Josh Cribbs","FA","WR","0.8","1","0.8"
"139","Ed Dickson","SEA","TE","0.8","1","0.8"
"140","Vonta Leach","FA","RB","0.7","1","0.7"
"140","Evan Royster","FA","RB","0.7","1","0.7"
"140","John Carlson","FA","TE","0.7","1","0.7"
"140","Randy McMichael","FA","TE","0.7","1","0.7"
"141","Titus Young","FA","WR","0.6","1","0.6"
"141","Dustin Keller","FA","TE","0.6","1","0.6"
"141","Trevor Graham","FA","WR","0.6","1","0.6"
"141","John Kuhn","FA","RB","0.6","1","0.6"
"141","Garrett Celek","SF","TE","0.6","1","0.6"
"142","Deion Branch","IND","WR","0.5","1","0.5"
"142","Mewelde Moore","FA","RB","0.5","1","0.5"
"142","Greg Scruggs","FA","TE","0.5","1","0.5"
"142","Taylor Thompson","FA","TE","0.5","1","0.5"
"143","Bryce Brown","FA","RB","0.4","1","0.4"
"143","Scott Chandler","FA","TE","0.4","1","0.4"
"143","Craig Stevens","FA","TE","0.4","1","0.4"
"144","Jackie Battle","FA","RB","0.3","1","0.3"
"144","Ronnie Hillman","FA","RB","0.3","1","0.3"
"144","Brian Leonard","FA","RB","0.3","1","0.3"
"144","Isaiah Pead","FA","RB","0.3","1","0.3"
"145","Brandon Banks","FA","WR","0.1","1","0.1"
"145","Marcel Reece","FA","RB","0.1","1","0.1"
"145","Keiland Williams","FA","RB","0.1","1","0.1"
"145","Early Doucet","FA","WR","0.1","1","0.1"
"145","Brian Quick","FA","WR","0.1","1","0.1"
"146","Lestar Jean","FA","WR","0.0","1","0.0"
"146","Ryan Lindley","FA","QB","0.0","1","0.0"
"146","Bruce Miller","FA","TE","0.0","1","0.0"
"146","Ryan Taylor","FA","TE","0.0","1","0.0"
"146","Da'Rel Scott","FA","RB","0.0","1","0.0"
"146","Dwayne Harris","OAK","WR","0.0","1","0.0"
"146","Cyrus Gray","FA","RB","0.0","1","0.0"
"146","Niles Paul","FA","TE","0.0","1","0.0"
"146","Lee Smith","BUF","TE","0.0","1","0.0"
"146","Virgil Green","LAC","TE","0.0","1","0.0"
"146","Chris Polk","FA","RB","0.0","1","0.0"
"146","Lamar Miller","HOU","RB","0.0","1","0.0"
"146","Aldrick Robinson","FA","WR","0.0","1","0.0"
"146","Will Tukuafu","FA","RB","0.0","1","0.0"
"146","Tyler Clutts","FA","RB","0.0","1","0.0"
"146","LaQuan Williams","FA","WR","0.0","1","0.0"
"146","Chris Pressley","FA","RB","0.0","1","0.0"
"146","Konrad Reuland","FA","TE","0.0","1","0.0"
"146","Corey McIntyre","FA","RB","0.0","1","0.0"
"146","Dezmon Briscoe","FA","WR","0.0","1","0.0"
"146","Henry Hynoski","FA","RB","0.0","1","0.0"
"146","Anthony Allen","FA","RB","0.0","1","0.0"
"146","Stephen Burton","FA","WR","0.0","1","0.0"
"146","Curtis Brinkley","FA","RB","0.0","1","0.0"
"146","Brandon Saine","FA","RB","0.0","1","0.0"
"146","Alfonso Smith","FA","RB","0.0","1","0.0"
"146","Jeron Mastrud","FA","TE","0.0","1","0.0"
"146","Stanley Havili","FA","RB","0.0","1","0.0"
"146","Jeff Cumberland","FA","TE","0.0","1","0.0"
"146","Dallas Clark","FA","TE","0.0","1","0.0"
"146","Owen Schmitt","FA","RB","0.0","1","0.0"
"146","Matt Asiata","FA","RB","0.0","1","0.0"
"146","Tommy Gallarda","FA","TE","0.0","1","0.0"
"146","Marcus Thigpen","FA","WR","0.0","1","0.0"
"146","Kevin Cone","FA","WR","0.0","1","0.0"
"146","Alex Smith","FA","TE","0.0","1","0.0"
"146","Will Johnson","FA","RB","0.0","1","0.0"
"146","Andre Holmes","FA","WR","0.0","1","0.0"
"146","Mario Harvey","FA","RB","0.0","1","0.0"
"146","Drew Davis","FA","WR","0.0","1","0.0"
"146","Jarrett Boykin","FA","WR","0.0","1","0.0"
"146","Andre Caldwell","FA","WR","0.0","1","0.0"
"146","Brian Hartline","FA","WR","0.0","1","0.0"
"146","Ryan Broyles","FA","WR","0.0","1","0.0"
"146","DeVier Posey","FA","WR","0.0","1","0.0"
"146","Rueben Randle","FA","WR","0.0","1","0.0"
"146","Billy Bajema","FA","TE","0.0","1","0.0"
"146","John Potter","FA","K","0.0","1","0.0"
"146","James Hanna","FA","TE","0.0","1","0.0"
"146","Bear Pascoe","FA","TE","0.0","1","0.0"
"146","Juron Criner","FA","WR","0.0","1","0.0"
"146","Ben Obomanu","FA","WR","0.0","1","0.0"
"146","Dante Rosario","FA","TE","0.0","1","0.0"
"146","Darius Reynaud","FA","RB","0.0","1","0.0"
"146","Will Heller","FA","TE","0.0","1","0.0"
"146","Kevin Ogletree","FA","WR","0.0","1","0.0"
"146","Le'Ron McClain","FA","RB","0.0","1","0.0"
"146","Leonard Pope","FA","TE","0.0","1","0.0"
"146","Lex Hilliard","FA","RB","0.0","1","0.0"
"146","Terrance Copper","FA","WR","0.0","1","0.0"
"146","Anthony Dixon","FA","RB","0.0","1","0.0"
"146","Kassim Osgood","FA","WR","0.0","1","0.0"
"146","Arrelious Benn","FA","WR","0.0","1","0.0"
"146","Todd Heap","FA","TE","0.0","1","0.0"
"146","Ted Ginn","NO","WR","0.0","1","0.0"
"146","Michael Robinson","FA","RB","0.0","1","0.0"
"146","Roscoe Parrish","FA","WR","0.0","1","0.0"
"146","Ramses Barden","FA","WR","0.0","1","0.0"
"146","Quinn Johnson","FA","RB","0.0","1","0.0"
"146","Ruvell Martin","FA","WR","0.0","1","0.0"
"146","Tashard Choice","FA","RB","0.0","1","0.0"
"146","Tarvaris Jackson","FA","QB","0.0","1","0.0"
"146","Steve Breaston","FA","WR","0.0","1","0.0"
"146","Stefan Logan","FA","RB","0.0","1","0.0"
"146","Matt Willis","FA","WR","0.0","1","0.0"
"146","Matt Slater","NE","WR","0.0","1","0.0"
"146","Jerricho Cotchery","FA","WR","0.0","1","0.0"
"146","Mardy Gilyard","FA","WR","0.0","1","0.0"
"146","Evan Moore","FA","TE","0.0","1","0.0"
"146","Donald Driver","FA","WR","0.0","1","0.0"
"146","Shane Vereen","FA","RB","0.0","1","0.0"
"146","Tandon Doss","FA","WR","0.0","1","0.0"
"146","Anthony Sherman","KC","RB","0.0","1","0.0"
"146","Taiwan Jones","HOU","RB","0.0","1","0.0"
"146","Owen Marecic","FA","RB","0.0","1","0.0"
"146","Luke Stocker","ATL","TE","0.0","1","0.0"
"146","Delanie Walker","TEN","TE","0.0","1","0.0"
"146","Lance Ball","FA","RB","0.0","1","0.0"
"146","Logan Paulsen","HOU","TE","0.0","1","0.0"
"146","Anthony Armstrong","FA","WR","0.0","1","0.0"
"146","Graham Harrell","FA","QB","0.0","1","0.0"
"146","Anthony McCoy","FA","TE","0.0","1","0.0"
"146","Jerome Felton","FA","RB","0.0","1","0.0"
"146","Jim Dray","FA","TE","0.0","1","0.0"
"146","Richard Goodman","FA","WR","0.0","1","0.0"
"146","Chris Gronkowski","FA","RB","0.0","1","0.0"
"146","Jake O'Connell","FA","TE","0.0","1","0.0"
"147","Brad Smith","FA","WR","-0.1","1","-0.1"
"147","Jason Snelling","FA","RB","-0.1","1","-0.1"
"148","John Skelton","FA","QB","-0.2","1","-0.2"
"149","Nathan Palmer","FA","WR","-0.4","1","-0.4"
"150","Minnesota Vikings","MIN","DST","-1.0","1","-1.0"
"151","T.J. Yates","FA","QB","-1.1","1","-1.1"
"152","Brit Miller","FA","RB","-2.0","1","-2.0"
"152","Trindon Holliday","FA","WR","-2.0","1","-2.0"
"153","Indianapolis Colts","IND","DST","-3.0","1","-3.0"
""
""
