"Rank","Player","Team","Position","Points","Games","Avg"
"42","A.J. Green","CIN","WR","12.5","1","12.5"
"43","Shayne Graham","FA","K","12.0","1","12.0"
"43","Seattle Seahawks","SEA","DST","12.0","1","12.0"
"43","San Francisco 49ers","SF","DST","12.0","1","12.0"
"43","Kansas City Chiefs","KC","DST","12.0","1","12.0"
"43","Lawrence Tynes","FA","K","12.0","1","12.0"
"44","Armando Allen","FA","RB","11.9","1","11.9"
"45","Ray Rice","FA","RB","11.8","1","11.8"
"46","Sam Bradford","FA","QB","11.6","1","11.6"
"46","Kyle Williams","FA","WR","11.6","1","11.6"
"47","Andy Dalton","CIN","QB","11.5","1","11.5"
"48","Donald Brown","FA","RB","11.2","1","11.2"
"49","Chris Givens","FA","WR","11.1","1","11.1"
"49","Jeff Cumberland","FA","TE","11.1","1","11.1"
"50","Pittsburgh Steelers","PIT","DST","11.0","1","11.0"
"50","Atlanta Falcons","ATL","DST","11.0","1","11.0"
"50","Steven Hauschka","BUF","K","11.0","1","11.0"
"50","Robbie Gould","SF","K","11.0","1","11.0"
"50","Matt Hasselbeck","FA","QB","11.0","1","11.0"
"50","Adam Vinatieri","IND","K","11.0","1","11.0"
"50","Washington Redskins","WAS","DST","11.0","1","11.0"
"50","Houston Texans","HOU","DST","11.0","1","11.0"
"51","Malcom Floyd","FA","WR","10.8","1","10.8"
"52","Vernon Davis","WAS","TE","10.6","1","10.6"
"53","Matt Schaub","ATL","QB","10.4","1","10.4"
"53","David Wilson","FA","RB","10.4","1","10.4"
"54","Adrian Peterson","WAS","RB","10.3","1","10.3"
"55","Russell Wilson","SEA","QB","10.0","1","10.0"
"55","Cincinnati Bengals","CIN","DST","10.0","1","10.0"
"55","Phil Dawson","FA","K","10.0","1","10.0"
"55","Minnesota Vikings","MIN","DST","10.0","1","10.0"
"55","Shaun Suisham","FA","K","10.0","1","10.0"
"56","Kevin Kolb","FA","QB","9.8","1","9.8"
"56","Dwayne Allen","FA","TE","9.8","1","9.8"
"57","Daniel Thomas","FA","RB","9.7","1","9.7"
"57","Jared Cook","NO","TE","9.7","1","9.7"
"58","Marshawn Lynch","FA","RB","9.4","1","9.4"
"58","Jeremy Kerley","FA","WR","9.4","1","9.4"
"59","Mark Sanchez","FA","QB","9.3","1","9.3"
"60","Larry Fitzgerald","ARI","WR","9.2","1","9.2"
"61","New Orleans Saints","NO","DST","9.0","1","9.0"
"61","David Akers","FA","K","9.0","1","9.0"
"61","Justin Tucker","BAL","K","9.0","1","9.0"
"61","Golden Tate","NYG","WR","9.0","1","9.0"
"62","Antonio Brown","FA","WR","8.6","1","8.6"
"62","Mario Manningham","FA","WR","8.6","1","8.6"
"63","Ryan Tannehill","TEN","QB","8.5","1","8.5"
"64","Kyle Rudolph","MIN","TE","8.3","1","8.3"
"65","Colin Kaepernick","FA","QB","8.2","1","8.2"
"65","Willis McGahee","FA","RB","8.2","1","8.2"
"65","Jordan Norwood","FA","WR","8.2","1","8.2"
"65","Rueben Randle","FA","WR","8.2","1","8.2"
"65","Anquan Boldin","FA","WR","8.2","1","8.2"
"66","Eric Decker","FA","WR","8.1","1","8.1"
"66","Kendall Hunter","FA","RB","8.1","1","8.1"
"66","Anthony Dixon","FA","RB","8.1","1","8.1"
"66","Joel Dreessen","FA","TE","8.1","1","8.1"
"67","New England Patriots","NE","DST","8.0","1","8.0"
"67","New York Jets","NYJ","DST","8.0","1","8.0"
"67","Matt Bryant","ATL","K","8.0","1","8.0"
"67","Alshon Jeffery","PHI","WR","8.0","1","8.0"
"68","Cam Newton","CAR","QB","7.8","1","7.8"
"69","Steven Jackson","FA","RB","7.6","1","7.6"
"70","John Kuhn","FA","RB","7.5","1","7.5"
"71","Ronnie Brown","FA","RB","7.4","1","7.4"
"72","Danny Woodhead","FA","RB","7.2","1","7.2"
"73","Greg Zuerlein","LAR","K","7.0","1","7.0"
"73","Pierre Thomas","FA","RB","7.0","1","7.0"
"73","Mike Nugent","FA","K","7.0","1","7.0"
"73","Garrett Hartley","FA","K","7.0","1","7.0"
"73","Stephen Gostkowski","NE","K","7.0","1","7.0"
"73","Arizona Cardinals","ARI","DST","7.0","1","7.0"
"73","Indianapolis Colts","IND","DST","7.0","1","7.0"
"73","Brandon Stokley","FA","WR","7.0","1","7.0"
"74","Joe Flacco","DEN","QB","6.9","1","6.9"
"74","Brent Celek","FA","TE","6.9","1","6.9"
"75","Roddy White","FA","WR","6.8","1","6.8"
"76","Lance Kendricks","NE","TE","6.7","1","6.7"
"76","Sidney Rice","FA","WR","6.7","1","6.7"
"77","Kendall Wright","FA","WR","6.6","1","6.6"
"78","Alex Green","FA","RB","6.3","1","6.3"
"79","Shane Vereen","FA","RB","6.1","1","6.1"
"80","Ryan Succop","TEN","K","6.0","1","6.0"
"80","Dwayne Bowe","FA","WR","6.0","1","6.0"
"80","Green Bay Packers","GB","DST","6.0","1","6.0"
"80","New York Giants","NYG","DST","6.0","1","6.0"
"80","Denver Broncos","DEN","DST","6.0","1","6.0"
"80","Jermaine Gresham","FA","TE","6.0","1","6.0"
"81","Zach Miller","FA","TE","5.9","1","5.9"
"81","Maurice Jones-Drew","FA","RB","5.9","1","5.9"
"81","Brian Hartline","FA","WR","5.9","1","5.9"
"82","DeSean Jackson","PHI","WR","5.8","1","5.8"
"83","Domenik Hixon","FA","WR","5.5","1","5.5"
"84","Chris Ogbonnaya","FA","RB","5.4","1","5.4"
"84","Fred Davis","FA","TE","5.4","1","5.4"
"84","Brandon Bolden","NE","RB","5.4","1","5.4"
"85","James Casey","FA","TE","5.3","1","5.3"
"86","Michael Bush","FA","RB","5.2","1","5.2"
"86","Andrew Hawkins","FA","WR","5.2","1","5.2"
"87","Jacob Tamme","FA","TE","5.0","1","5.0"
"87","Tennessee Titans","TEN","DST","5.0","1","5.0"
"87","Nick Novak","FA","K","5.0","1","5.0"
"87","Dan Carpenter","FA","K","5.0","1","5.0"
"87","Nick Folk","FA","K","5.0","1","5.0"
"87","Los Angeles Chargers","LAC","DST","5.0","1","5.0"
"88","Davone Bess","FA","WR","4.9","1","4.9"
"88","Devin Hester","FA","WR","4.9","1","4.9"
"89","Kevin Walter","FA","WR","4.6","1","4.6"
"89","Nate Washington","FA","WR","4.6","1","4.6"
"90","Shonn Greene","FA","RB","4.5","1","4.5"
"90","Shaun Draughn","FA","RB","4.5","1","4.5"
"90","Rob Housler","FA","TE","4.5","1","4.5"
"91","Kirk Cousins","MIN","QB","4.4","1","4.4"
"91","Greg Camarillo","FA","WR","4.4","1","4.4"
"91","Brandon LaFell","FA","WR","4.4","1","4.4"
"91","Danny Amendola","DET","WR","4.4","1","4.4"
"92","Cecil Shorts","FA","WR","4.3","1","4.3"
"92","Robert Griffin","BAL","QB","4.3","1","4.3"
"93","Andre Roberts","BUF","WR","4.2","1","4.2"
"94","Isaac Redman","FA","RB","4.1","1","4.1"
"94","Heath Miller","FA","TE","4.1","1","4.1"
"94","Cedric Benson","FA","RB","4.1","1","4.1"
"94","Coby Fleener","FA","TE","4.1","1","4.1"
"94","Toby Gerhart","FA","RB","4.1","1","4.1"
"95","Justin Medlock","FA","K","4.0","1","4.0"
"95","Bernard Scott","FA","RB","4.0","1","4.0"
"95","Philadelphia Eagles","PHI","DST","4.0","1","4.0"
"95","Billy Cundiff","FA","K","4.0","1","4.0"
"95","Steve Smith","FA","WR","4.0","1","4.0"
"95","Justin Blackmon","FA","WR","4.0","1","4.0"
"96","Stevie Johnson","FA","WR","3.9","1","3.9"
"96","Harry Douglas","FA","WR","3.9","1","3.9"
"96","Jeremy Maclin","FA","WR","3.9","1","3.9"
"97","Torrey Smith","FA","WR","3.8","1","3.8"
"97","Ryan Williams","FA","RB","3.8","1","3.8"
"98","Darren Sproles","PHI","RB","3.7","1","3.7"
"98","Doug Baldwin","FA","WR","3.7","1","3.7"
"98","Greg Olsen","CAR","TE","3.7","1","3.7"
"98","T.Y. Hilton","IND","WR","3.7","1","3.7"
"99","Brad Smith","FA","WR","3.6","1","3.6"
"100","Rhett Ellison","NYG","TE","3.5","1","3.5"
"100","Michael Jenkins","FA","WR","3.5","1","3.5"
"100","Rob Gronkowski","FA","TE","3.5","1","3.5"
"100","Daryl Richardson","FA","RB","3.5","1","3.5"
"100","Charles Clay","ARI","TE","3.5","1","3.5"
"101","Brandon Lloyd","FA","WR","3.4","1","3.4"
"101","Fred Jackson","FA","RB","3.4","1","3.4"
"101","Devin Aromashodu","FA","WR","3.4","1","3.4"
"101","Jason Avant","FA","WR","3.4","1","3.4"
"102","Brandon Gibson","FA","WR","3.3","1","3.3"
"103","Cyrus Gray","FA","RB","3.2","1","3.2"
"104","Eddie Royal","FA","WR","3.1","1","3.1"
"104","Ryan Fitzpatrick","MIA","QB","3.1","1","3.1"
"104","Jonathan Stewart","FA","RB","3.1","1","3.1"
"105","Martellus Bennett","FA","TE","3.0","1","3.0"
"105","Josh Scobee","FA","K","3.0","1","3.0"
"105","Rian Lindell","FA","K","3.0","1","3.0"
"105","Matt Prater","DET","K","3.0","1","3.0"
"106","Chaz Schilens","FA","WR","2.9","1","2.9"
"106","Jordy Nelson","FA","WR","2.9","1","2.9"
"106","Early Doucet","FA","WR","2.9","1","2.9"
"107","Anthony Fasano","FA","TE","2.8","1","2.8"
"107","Trevor Graham","FA","WR","2.8","1","2.8"
"108","Clyde Gates","FA","WR","2.7","1","2.7"
"108","William Powell","FA","RB","2.7","1","2.7"
"109","Jordan Cameron","FA","TE","2.6","1","2.6"
"109","Kellen Davis","FA","TE","2.6","1","2.6"
"109","Jon Baldwin","FA","WR","2.6","1","2.6"
"110","Deion Branch","IND","WR","2.5","1","2.5"
"110","Anthony Sherman","KC","RB","2.5","1","2.5"
"111","Marcedes Lewis","GB","TE","2.4","1","2.4"
"111","Pierre Garcon","FA","WR","2.4","1","2.4"
"111","C.J. Spiller","FA","RB","2.4","1","2.4"
"112","Kenny Britt","FA","WR","2.3","1","2.3"
"113","Vonta Leach","FA","RB","2.2","1","2.2"
"113","Donnie Avery","FA","WR","2.2","1","2.2"
"113","Emmanuel Sanders","DEN","WR","2.2","1","2.2"
"113","Dennis Pitta","FA","TE","2.2","1","2.2"
"114","Armon Binns","FA","WR","2.1","1","2.1"
"115","Scott Chandler","FA","TE","2.0","1","2.0"
"115","Jay Feely","FA","K","2.0","1","2.0"
"115","Alex Henery","FA","K","2.0","1","2.0"
"115","D.J. Williams","FA","TE","2.0","1","2.0"
"116","Brian Leonard","FA","RB","1.9","1","1.9"
"116","Antonio Gates","FA","TE","1.9","1","1.9"
"116","Tim Tebow","FA","QB","1.9","1","1.9"
"117","Bilal Powell","NYJ","RB","1.8","1","1.8"
"118","Jackie Battle","FA","RB","1.7","1","1.7"
"118","Kevin Elliott","FA","WR","1.7","1","1.7"
"118","Mike Wallace","FA","WR","1.7","1","1.7"
"118","Michael Floyd","FA","WR","1.7","1","1.7"
"119","Dante Rosario","FA","TE","1.6","1","1.6"
"119","Mark Ingram","BAL","RB","1.6","1","1.6"
"119","BenJarvus Green-Ellis","FA","RB","1.6","1","1.6"
"120","Quinn Johnson","FA","RB","1.5","1","1.5"
"120","Andre Johnson","FA","WR","1.5","1","1.5"
"120","Vick Ballard","FA","RB","1.5","1","1.5"
"120","Mike Thomas","FA","WR","1.5","1","1.5"
"121","Keshawn Martin","FA","WR","1.4","1","1.4"
"121","Craig Stevens","FA","TE","1.4","1","1.4"
"121","Donald Driver","FA","WR","1.4","1","1.4"
"121","Robert Turbin","FA","RB","1.4","1","1.4"
"121","Rusty Smith","FA","QB","1.4","1","1.4"
"122","Ronnie Hillman","FA","RB","1.3","1","1.3"
"122","Alfonso Smith","FA","RB","1.3","1","1.3"
"122","Donald Jones","FA","WR","1.3","1","1.3"
"122","Brady Quinn","FA","QB","1.3","1","1.3"
"122","Bernard Pierce","FA","RB","1.3","1","1.3"
"123","Jacquizz Rodgers","FA","RB","1.2","1","1.2"
"123","Javon Ringer","FA","RB","1.2","1","1.2"
"123","Kealoha Pilares","FA","WR","1.2","1","1.2"
"124","Ben Obomanu","FA","WR","1.1","1","1.1"
"124","Jermichael Finley","FA","TE","1.1","1","1.1"
"124","Ed Dickson","SEA","TE","1.1","1","1.1"
"124","Jason Snelling","FA","RB","1.1","1","1.1"
"124","Randy Moss","FA","WR","1.1","1","1.1"
"125","Mason Crosby","GB","K","1.0","1","1.0"
"125","Rob Bironas","FA","K","1.0","1","1.0"
"125","Braylon Edwards","FA","WR","1.0","1","1.0"
"125","Jason Hill","FA","WR","1.0","1","1.0"
"125","Aldrick Robinson","FA","WR","1.0","1","1.0"
"126","Damian Williams","FA","WR","0.9","1","0.9"
"126","Bruce Miller","FA","TE","0.9","1","0.9"
"126","Chris Johnson","FA","RB","0.9","1","0.9"
"127","Darius Reynaud","FA","RB","0.8","1","0.8"
"127","Louis Murphy","FA","WR","0.8","1","0.8"
"127","Clay Harbor","FA","TE","0.8","1","0.8"
"127","David Paulson","FA","TE","0.8","1","0.8"
"127","Matt Asiata","FA","RB","0.8","1","0.8"
"128","Jerricho Cotchery","FA","WR","0.7","1","0.7"
"128","Evan Royster","FA","RB","0.7","1","0.7"
"128","Taylor Thompson","FA","TE","0.7","1","0.7"
"128","Dane Sanzenbacher","FA","WR","0.7","1","0.7"
"128","Bear Pascoe","FA","TE","0.7","1","0.7"
"128","Tommy Gallarda","FA","TE","0.7","1","0.7"
"129","Austin Pettis","FA","WR","0.6","1","0.6"
"129","Jerrel Jernigan","FA","WR","0.6","1","0.6"
"129","Chris Rainey","FA","RB","0.6","1","0.6"
"129","Justin Forsett","FA","RB","0.6","1","0.6"
"129","Tom Crabtree","FA","TE","0.6","1","0.6"
"129","Stephen Burton","FA","WR","0.6","1","0.6"
"130","Stanley Havili","FA","RB","0.5","1","0.5"
"130","Joe McKnight","FA","RB","0.5","1","0.5"
"130","Leonard Hankerson","FA","WR","0.5","1","0.5"
"130","Ryan Grant","FA","RB","0.5","1","0.5"
"131","Josh Morgan","FA","WR","0.4","1","0.4"
"131","Jimmy Graham","GB","TE","0.4","1","0.4"
"131","Jeff King","FA","TE","0.4","1","0.4"
"131","Garrett Celek","SF","TE","0.4","1","0.4"
"131","Bryce Brown","FA","RB","0.4","1","0.4"
"132","Rashad Jennings","FA","RB","0.3","1","0.3"
"132","Mike Tolbert","FA","RB","0.3","1","0.3"
"132","Michael Robinson","FA","RB","0.3","1","0.3"
"133","John Carlson","FA","TE","0.2","1","0.2"
"134","Benjamin Watson","NE","TE","0.1","1","0.1"
"134","Lance Ball","FA","RB","0.1","1","0.1"
"135","Damaris Johnson","FA","WR","0.0","1","0.0"
"135","Orson Charles","FA","TE","0.0","1","0.0"
"135","Virgil Green","LAC","TE","0.0","1","0.0"
"135","Lee Smith","BUF","TE","0.0","1","0.0"
"135","Niles Paul","FA","TE","0.0","1","0.0"
"135","Dion Lewis","TEN","RB","0.0","1","0.0"
"135","Owen Marecic","FA","RB","0.0","1","0.0"
"135","Tandon Doss","FA","WR","0.0","1","0.0"
"135","LaVon Brazill","FA","WR","0.0","1","0.0"
"135","Adrien Robinson","FA","TE","0.0","1","0.0"
"135","John Potter","FA","K","0.0","1","0.0"
"135","Greg Little","FA","WR","0.0","1","0.0"
"135","Anthony Allen","FA","RB","0.0","1","0.0"
"135","Kyle Adams","FA","TE","0.0","1","0.0"
"135","Tyler Clutts","FA","RB","0.0","1","0.0"
"135","Dominique Jones","FA","TE","0.0","1","0.0"
"135","Richie Brockel","FA","TE","0.0","1","0.0"
"135","LaQuan Williams","FA","WR","0.0","1","0.0"
"135","Henry Hynoski","FA","RB","0.0","1","0.0"
"135","Konrad Reuland","FA","TE","0.0","1","0.0"
"135","Nate Eachus","FA","RB","0.0","1","0.0"
"135","Joseph Morgan","FA","WR","0.0","1","0.0"
"135","Marcus Thigpen","FA","WR","0.0","1","0.0"
"135","Trindon Holliday","FA","WR","0.0","1","0.0"
"135","Will Tukuafu","FA","RB","0.0","1","0.0"
"135","Jed Collins","FA","RB","0.0","1","0.0"
"135","Nathan Palmer","FA","WR","0.0","1","0.0"
"135","Drew Davis","FA","WR","0.0","1","0.0"
"135","Jeron Mastrud","FA","TE","0.0","1","0.0"
"135","Will Johnson","FA","RB","0.0","1","0.0"
"135","Lamar Miller","HOU","RB","0.0","1","0.0"
"135","Ryan Taylor","FA","TE","0.0","1","0.0"
"135","Mohamed Sanu","ATL","WR","0.0","1","0.0"
"135","Kevin Cone","FA","WR","0.0","1","0.0"
"135","Brian Quick","FA","WR","0.0","1","0.0"
"135","Baron Batch","FA","RB","0.0","1","0.0"
"135","Da'Rel Scott","FA","RB","0.0","1","0.0"
"135","Isaiah Pead","FA","RB","0.0","1","0.0"
"135","Jonathan Grimes","FA","RB","0.0","1","0.0"
"135","Brandon Saine","FA","RB","0.0","1","0.0"
"135","Mario Harvey","FA","RB","0.0","1","0.0"
"135","Delone Carter","FA","RB","0.0","1","0.0"
"135","Jerome Simpson","FA","WR","0.0","1","0.0"
"135","Jerome Felton","FA","RB","0.0","1","0.0"
"135","Jason Campbell","FA","QB","0.0","1","0.0"
"135","Jalen Parmele","FA","RB","0.0","1","0.0"
"135","Jake O'Connell","FA","TE","0.0","1","0.0"
"135","Jacoby Jones","FA","WR","0.0","1","0.0"
"135","Greg Jones","FA","RB","0.0","1","0.0"
"135","Gary Barnidge","FA","TE","0.0","1","0.0"
"135","Evan Moore","FA","TE","0.0","1","0.0"
"135","Matt Spaeth","FA","TE","0.0","1","0.0"
"135","Lex Hilliard","FA","RB","0.0","1","0.0"
"135","Leonard Pope","FA","TE","0.0","1","0.0"
"135","Le'Ron McClain","FA","RB","0.0","1","0.0"
"135","Eric Weems","FA","WR","0.0","1","0.0"
"135","Matthew Mulligan","FA","TE","0.0","1","0.0"
"135","Brit Miller","FA","RB","0.0","1","0.0"
"135","Brandon Tate","FA","WR","0.0","1","0.0"
"135","Ben Hartsock","FA","TE","0.0","1","0.0"
"135","Andre Caldwell","FA","WR","0.0","1","0.0"
"135","Cleveland Browns","CLE","DST","0.0","1","0.0"
"135","Daniel Graham","FA","TE","0.0","1","0.0"
"135","Delanie Walker","TEN","TE","0.0","1","0.0"
"135","David Thomas","FA","TE","0.0","1","0.0"
"135","Daniel Fells","FA","TE","0.0","1","0.0"
"135","Courtney Roby","FA","WR","0.0","1","0.0"
"135","Corey McIntyre","FA","RB","0.0","1","0.0"
"135","Chris Pressley","FA","RB","0.0","1","0.0"
"135","Chase Daniel","CHI","QB","0.0","1","0.0"
"135","Matt Willis","FA","WR","0.0","1","0.0"
"135","Matt Slater","NE","WR","0.0","1","0.0"
"135","Anthony Armstrong","FA","WR","0.0","1","0.0"
"135","Anthony McCoy","FA","TE","0.0","1","0.0"
"135","Cedric Peerman","FA","RB","0.0","1","0.0"
"135","Tony Moeaki","FA","TE","0.0","1","0.0"
"135","Andre Brown","FA","RB","0.0","1","0.0"
"135","Mardy Gilyard","FA","WR","0.0","1","0.0"
"135","Maurice Stovall","FA","WR","0.0","1","0.0"
"135","Logan Paulsen","HOU","TE","0.0","1","0.0"
"135","Darrel Young","FA","RB","0.0","1","0.0"
"135","Richard Goodman","FA","WR","0.0","1","0.0"
"135","Marlon Moore","FA","WR","0.0","1","0.0"
"135","Antone Smith","FA","RB","0.0","1","0.0"
"135","Brandon Banks","FA","WR","0.0","1","0.0"
"135","Chris Gronkowski","FA","RB","0.0","1","0.0"
"135","Garrett Graham","FA","TE","0.0","1","0.0"
"135","Armanti Edwards","FA","WR","0.0","1","0.0"
"135","Ruvell Martin","FA","WR","0.0","1","0.0"
"135","Randy McMichael","FA","TE","0.0","1","0.0"
"135","Steve Breaston","FA","WR","0.0","1","0.0"
"135","Montell Owens","FA","RB","0.0","1","0.0"
"135","Zach Potter","FA","TE","0.0","1","0.0"
"135","Tyler Thigpen","FA","QB","0.0","1","0.0"
"135","Dexter McCluster","FA","RB","0.0","1","0.0"
"135","Terrance Copper","FA","WR","0.0","1","0.0"
"135","Ted Ginn","NO","WR","0.0","1","0.0"
"136","Joe Webb","HOU","QB","-0.1","1","-0.1"
"137","Blaine Gabbert","TB","QB","-0.2","1","-0.2"
"138","DeVier Posey","FA","WR","-0.3","1","-0.3"
"139","Jorvorskie Lane","FA","RB","-0.5","1","-0.5"
"140","Jacksonville Jaguars","JAC","DST","-1.0","1","-1.0"
"141","DeAngelo Williams","FA","RB","-1.4","1","-1.4"
"142","Deonte Thompson","FA","WR","-2.0","1","-2.0"
"142","Josh Cribbs","FA","WR","-2.0","1","-2.0"
"142","Buffalo Bills","BUF","DST","-2.0","1","-2.0"
"142","Leon Washington","FA","RB","-2.0","1","-2.0"
"143","Matt Cassel","FA","QB","-2.9","1","-2.9"
""
""
